,gene,day_04_02,day_06_04,day_08_06,day_10_08,day_12_10,day_12_06,day_06_02
1041,PAQR9,no,no,UP,no,no,UP,no
1042,ANKRD34B,no,no,UP,no,no,UP,no
1043,ELAVL3,no,no,UP,no,no,UP,no
1044,NMB,no,no,UP,no,no,UP,no
1045,FAM114A1,no,no,UP,no,no,UP,no
1046,LPAR1,no,no,DOWN,no,no,DOWN,no
1047,SAMD5,no,no,UP,no,no,UP,no
1048,ONECUT3,no,no,UP,no,no,UP,no
1049,DOK6,no,no,UP,no,no,UP,no
1050,SCRT2,no,no,UP,no,no,UP,no
1051,EBF2,no,no,UP,no,no,UP,no
1052,PCAT2,no,no,UP,no,no,UP,no
1053,MIR100HG,no,no,UP,no,no,UP,no
1054,LOC100505978,no,no,UP,no,no,UP,no
1055,FRRS1L,no,no,UP,no,no,UP,DOWN
1056,ZNNT1,no,no,UP,UP,no,UP,no
1057,MYMX,no,no,DOWN,no,no,DOWN,no
1058,REV3L,no,no,no,UP,no,UP,UP
1059,CLCN6,no,no,no,UP,no,no,no
1060,MIPEP,no,no,no,DOWN,no,no,no
1061,TRAF3IP2,no,no,no,UP,no,no,no
1062,PRDM1,no,no,no,UP,no,UP,no
1063,PDIA5,no,no,no,UP,no,no,DOWN
1064,MAST4,no,no,no,UP,no,UP,no
1065,P4HA2,no,no,no,UP,no,UP,no
1066,GSDMB,no,no,no,UP,no,no,no
1067,SEMA5B,no,no,no,UP,no,no,DOWN
1068,MMP2,no,no,no,UP,no,no,no
1069,RFX2,no,no,no,UP,no,UP,no
1070,SLC35E4,no,no,no,UP,no,no,no
1071,PLA2G3,no,no,no,UP,no,UP,no
1072,LIPG,no,no,no,UP,no,UP,no
1073,GDPD3,no,no,no,UP,no,no,no
1074,TFPI2,no,no,no,UP,no,UP,no
1075,VIPR2,no,no,no,UP,no,no,no
1076,FKBP14,no,no,no,UP,no,UP,no
1077,PRKAG2,no,no,no,UP,no,UP,no
1078,COL12A1,no,no,no,UP,no,no,no
1079,HMGCS1,no,no,no,UP,no,UP,no
1080,COL7A1,no,no,no,UP,no,UP,no
1081,KCNC4,no,no,no,UP,no,no,DOWN
1082,SFPQ,no,no,no,DOWN,no,DOWN,no
1083,DUSP1,no,no,no,UP,no,UP,no
1084,PSPC1,no,no,no,DOWN,no,DOWN,no
1085,ADGRB2,no,no,no,UP,no,UP,no
1086,FABP3,no,no,no,UP,no,UP,no
1087,CDKN1A,no,no,no,UP,no,UP,no
1088,VGF,no,no,no,UP,no,UP,no
1089,LDLR,no,no,no,UP,no,UP,no
1090,ACSS2,no,no,no,UP,no,UP,no
1091,EMILIN2,no,no,no,UP,UP,UP,no
1092,EMP1,no,no,no,UP,no,UP,no
1093,DDB2,no,no,no,UP,no,UP,no
1094,TLR4,no,no,no,UP,no,UP,no
1095,RNF121,no,no,no,DOWN,no,no,no
1096,THBS1,no,no,no,UP,no,UP,no
1097,ARHGAP29,no,no,no,UP,no,UP,no
1098,DUSP5,no,no,no,UP,no,UP,no
1099,LUM,no,no,no,UP,no,UP,no
1100,RDH16,no,no,no,UP,no,no,no
1101,NPC1,no,no,no,UP,no,UP,no
1102,LRRTM2,no,no,no,UP,no,no,no
1103,SDK1,no,no,no,UP,no,no,no
1104,GNRH1,no,no,no,UP,no,UP,no
1105,SHC3,no,no,no,UP,no,UP,no
1106,ARID5B,no,no,no,UP,no,UP,UP
1107,GUCY1A2,no,no,no,UP,no,UP,no
1108,SCN3A,no,no,no,UP,no,no,no
1109,PLXNB1,no,no,no,UP,no,UP,no
1110,SPRY1,no,no,no,UP,no,no,no
1111,STARD4,no,no,no,UP,no,UP,no
1112,MICALL2,no,no,no,UP,no,UP,no
1113,GEM,no,no,no,UP,no,UP,no
1114,HTRA1,no,no,no,UP,no,UP,no
1115,PKD1L2,no,no,no,UP,no,UP,no
1116,MVD,no,no,no,UP,no,UP,no
1117,ADAM9,no,no,no,UP,no,UP,no
1118,INPP5D,no,no,no,UP,no,UP,no
1119,APLN,no,no,no,UP,no,UP,no
1120,ZMAT3,no,no,no,UP,no,UP,no
1121,DHCR7,no,no,no,UP,no,UP,no
1122,ETV4,no,no,no,UP,no,UP,DOWN
1123,BAIAP2,no,no,no,UP,no,UP,no
1124,RNF152,no,no,no,UP,no,UP,DOWN
1125,PIDD1,no,no,no,UP,no,UP,no
1126,SUMO4,no,no,no,UP,no,no,no
1127,MAMDC4,no,no,no,UP,no,UP,no
1128,C14orf39,no,no,no,DOWN,no,no,no
1129,PER1,no,no,no,UP,no,UP,no
1130,OXTR,no,no,no,UP,no,UP,no
1131,TRMT12,no,no,no,DOWN,no,no,no
1132,PDE4B,no,no,no,UP,no,UP,no
1133,MTARC1,no,no,no,DOWN,no,no,no
1134,INSIG1,no,no,no,UP,no,UP,no
1135,ZNF763,no,no,no,DOWN,no,DOWN,no
1136,SSBP3-AS1,no,no,no,UP,no,no,no
1137,MICA,no,no,no,UP,no,no,no
1138,LCAT,no,no,no,UP,no,UP,no
1139,RPL17P50,no,no,no,UP,no,no,no
1140,RUSC1-AS1,no,no,no,UP,no,UP,no
1141,MELTF-AS1,no,no,no,UP,no,no,no
1142,MIR34AHG,no,no,no,UP,no,UP,no
1143,RPL17P28,no,no,no,UP,no,no,no
1144,SHISA9,no,no,no,UP,no,UP,no
1145,RPSAP52,no,no,no,UP,no,no,no
1146,NEAT1,no,no,no,UP,no,UP,no
1147,PVT1,no,no,no,UP,no,UP,no
1148,PURPL,no,no,no,UP,no,UP,no
1149,B4GAT1-DT,no,no,no,UP,no,UP,no
1150,MZF1-AS1,no,no,no,UP,no,no,no
1151,NFE2L3,no,no,no,no,UP,UP,no
1152,CHCHD2,no,no,no,no,UP,UP,no
1153,DOCK10,no,no,no,no,UP,UP,no
1154,PCP4,no,no,no,no,UP,UP,no
1155,CYP51A1,no,no,no,no,no,UP,no
1156,RAD52,no,no,no,no,no,UP,no
1157,PLXND1,no,no,no,no,no,UP,no
1158,ABCB4,no,no,no,no,no,UP,no
1159,ITGA3,no,no,no,no,no,UP,no
1160,CX3CL1,no,no,no,no,no,UP,UP
1161,TNFRSF12A,no,no,no,no,no,UP,DOWN
1162,TSR3,no,no,no,no,no,DOWN,no
1163,RHOBTB2,no,no,no,no,no,UP,no
1164,SEMA3G,no,no,no,no,no,DOWN,no
1165,PLAUR,no,no,no,no,no,UP,no
1166,MVP,no,no,no,no,no,UP,no
1167,MTMR11,no,no,no,no,no,UP,no
1168,CD74,no,no,no,no,no,DOWN,no
1169,CPS1,no,no,no,no,no,DOWN,no
1170,CD44,no,no,no,no,no,UP,no
1171,CLXN,no,no,no,no,no,UP,no
1172,CYP46A1,no,no,no,no,no,UP,no
1173,AGA,no,no,no,no,no,DOWN,no
1174,DNAH5,no,no,no,no,no,UP,no
1175,RIPOR1,no,no,no,no,no,UP,UP
1176,RAI14,no,no,no,no,no,UP,no
1177,CDH10,no,no,no,no,no,UP,no
1178,EPHA3,no,no,no,no,no,UP,no
1179,RRM2B,no,no,no,no,no,UP,no
1180,SNX29,no,no,no,no,no,DOWN,no
1181,COL9A2,no,no,no,no,no,UP,no
1182,TNFRSF9,no,no,no,no,no,UP,no
1183,COL23A1,no,no,no,no,no,UP,no
1184,BCAR1,no,no,no,no,no,UP,no
1185,MSMO1,no,no,no,no,no,UP,no
1186,PTPRN,no,no,no,no,no,UP,no
1187,PHF21B,no,no,no,no,no,UP,no
1188,FLYWCH1,no,no,no,no,no,UP,no
1189,PSD,no,no,no,no,no,UP,no
1190,RIMBP2,no,no,no,no,no,UP,no
1191,HDAC7,no,no,no,no,no,UP,no
1192,LZTS1,no,no,no,no,no,UP,no
1193,ZNF112,no,no,no,no,no,DOWN,no
1194,CA11,no,no,no,no,no,DOWN,DOWN
1195,LIMCH1,no,no,no,no,no,UP,no
1196,DMRT3,no,no,no,no,no,UP,UP
1197,NTN1,no,no,no,no,no,UP,no
1198,DGKA,no,no,no,no,no,UP,no
1199,GSTO2,no,no,no,no,no,DOWN,no
1200,IDI1,no,no,no,no,no,UP,no
1201,KLF6,no,no,no,no,no,UP,no
1202,PDZD4,no,no,no,no,no,UP,no
1203,REEP1,no,no,no,no,no,UP,no
1204,BCL3,no,no,no,no,no,UP,no
1205,TGFBR3,no,no,no,no,no,UP,no
1206,NEDD4,no,no,no,no,no,UP,no
1207,CAMK2A,no,no,no,no,no,UP,no
1208,VASH1,no,no,no,no,no,UP,no
1209,MYO3B,no,no,no,no,no,DOWN,UP
1210,CYBRD1,no,no,no,no,no,UP,no
1211,TEAD2,no,no,no,no,no,DOWN,no
1212,MGLL,no,no,no,no,no,UP,no
1213,NTN4,no,no,no,no,no,UP,no
1214,KCNQ2,no,no,no,no,no,DOWN,no
1215,TIPIN,no,no,no,no,no,DOWN,no
1216,CACNG4,no,no,no,no,no,UP,no
1217,UNG,no,no,no,no,no,DOWN,no
1218,FMO4,no,no,no,no,no,DOWN,no
1219,PLXNA2,no,no,no,no,no,UP,no
1220,PAG1,no,no,no,no,no,UP,no
1221,MCAM,no,no,no,no,no,UP,no
1222,CTTNBP2,no,no,no,no,no,DOWN,no
1223,NFKB2,no,no,no,no,no,UP,no
1224,NEBL,no,no,no,no,no,UP,no
1225,ADCY2,no,no,no,no,no,UP,no
1226,ADCYAP1R1,no,no,no,no,no,DOWN,no
1227,CDH17,no,no,no,no,no,UP,no
1228,LXN,no,no,no,no,no,DOWN,no
1229,RAPGEF3,no,no,no,no,no,UP,no
1230,FDFT1,no,no,no,no,no,UP,no
1231,RIMS1,no,no,no,no,no,UP,no
1232,CXCL2,no,no,no,no,no,UP,no
1233,ZNF586,no,no,no,no,no,DOWN,no
1234,OVGP1,no,no,no,no,no,UP,no
1235,ABCB1,no,no,no,no,no,UP,no
1236,ZW10,no,no,no,no,no,DOWN,no
1237,PPP1R15A,no,no,no,no,no,UP,no
1238,FTL,no,no,no,no,no,UP,no
1239,LPCAT2,no,no,no,no,no,UP,no
1240,ASAP3,no,no,no,no,no,UP,no
1241,SMOX,no,no,no,no,no,UP,no
1242,FUS,no,no,no,no,no,DOWN,no
1243,ICAM1,no,no,no,no,no,UP,no
1244,SLC17A6,no,no,no,no,no,UP,no
1245,SH2D3C,no,no,no,no,no,UP,no
1246,CRTAC1,no,no,no,no,no,UP,DOWN
1247,BAMBI,no,no,no,no,no,UP,no
1248,IL11,no,no,no,no,no,UP,no
1249,EFHC1,no,no,no,no,no,UP,no
1250,SCD,no,no,no,no,no,UP,no
1251,NRP1,no,no,no,no,no,UP,no
1252,CATSPERG,no,no,no,no,no,UP,no
1253,PRKY,no,no,no,no,no,UP,no
1254,GADD45B,no,no,no,no,no,UP,no
1255,CARD10,no,no,no,no,no,UP,no
1256,SEPTIN3,no,no,no,no,no,UP,no
1257,KDELR3,no,no,no,no,no,UP,no
1258,RASL10A,no,no,no,no,no,UP,no
1259,THOC5,no,no,no,no,no,DOWN,no
1260,MCM5,no,no,no,no,no,DOWN,no
1261,ARSA,no,no,no,no,no,UP,no
1262,TRIM9,no,no,no,no,no,UP,no
1263,GALNT16,no,no,no,no,no,UP,no
1264,PAPLN,no,no,no,no,no,DOWN,no
1265,SEC23A,no,no,no,no,no,UP,no
1266,NFATC2,no,no,no,no,no,UP,no
1267,SALL4,no,no,no,no,no,DOWN,no
1268,SLCO4A1,no,no,no,no,no,UP,DOWN
1269,TRIB3,no,no,no,no,no,UP,no
1270,CELF4,no,no,no,no,no,UP,no
1271,CDH20,no,no,no,no,no,UP,no
1272,RNF125,no,no,no,no,no,DOWN,no
1273,MXRA5,no,no,no,no,no,UP,no
1274,NXT2,no,no,no,no,no,DOWN,no
1275,SRPX,no,no,no,no,no,UP,no
1276,SMS,no,no,no,no,no,UP,DOWN
1277,KLHL4,no,no,no,no,no,DOWN,no
1278,ZDHHC15,no,no,no,no,no,DOWN,no
1279,CAB39L,no,no,no,no,no,UP,no
1280,KLF5,no,no,no,no,no,UP,no
1281,HAS3,no,no,no,no,no,DOWN,no
1282,SLC7A6,no,no,no,no,no,UP,no
1283,HCFC1R1,no,no,no,no,no,UP,no
1284,CLCN7,no,no,no,no,no,UP,no
1285,CTSH,no,no,no,no,no,UP,DOWN
1286,ATP8B4,no,no,no,no,no,DOWN,UP
1287,BMF,no,no,no,no,no,DOWN,UP
1288,CA2,no,no,no,no,no,UP,no
1289,CPQ,no,no,no,no,no,UP,no
1290,SFRP1,no,no,no,no,no,DOWN,DOWN
1291,JPH1,no,no,no,no,no,UP,no
1292,SQLE,no,no,no,no,no,UP,no
1293,RELB,no,no,no,no,no,UP,no
1294,PEX11G,no,no,no,no,no,DOWN,no
1295,TNNT1,no,no,no,no,no,DOWN,no
1296,CCNE1,no,no,no,no,no,DOWN,no
1297,BBC3,no,no,no,no,no,UP,no
1298,DENND3,no,no,no,no,no,UP,no
1299,CLEC11A,no,no,no,no,no,UP,no
1300,PLA2G4C,no,no,no,no,no,UP,no
1301,SMG9,no,no,no,no,no,UP,no
1302,ITGB8,no,no,no,no,no,UP,no
1303,STX1A,no,no,no,no,no,UP,no
1304,AP1S1,no,no,no,no,no,UP,no
1305,AEBP1,no,no,no,no,no,UP,no
1306,PIP5K1B,no,no,no,no,no,UP,no
1307,NPDC1,no,no,no,no,no,UP,no
1308,ATRNL1,no,no,no,no,no,UP,no
1309,LIPA,no,no,no,no,no,UP,no
1310,NEURL1,no,no,no,no,no,UP,no
1311,RUNDC3A,no,no,no,no,no,UP,no
1312,CCL2,no,no,no,no,no,UP,no
1313,DUSP3,no,no,no,no,no,UP,no
1314,MAP2K6,no,no,no,no,no,DOWN,no
1315,TNFAIP1,no,no,no,no,no,UP,no
1316,FBXW7,no,no,no,no,no,UP,no
1317,BST1,no,no,no,no,no,UP,no
1318,CCND1,no,no,no,no,no,UP,no
1319,PITPNM1,no,no,no,no,no,UP,no
1320,TSPAN11,no,no,no,no,no,UP,UP
1321,KRT18,no,no,no,no,no,UP,no
1322,ELK3,no,no,no,no,no,UP,no
1323,PRMT8,no,no,no,no,no,DOWN,no
1324,TBC1D30,no,no,no,no,no,DOWN,UP
1325,ST8SIA1,no,no,no,no,no,UP,UP
1326,BTN3A3,no,no,no,no,no,UP,no
1327,GCNT2,no,no,no,no,no,DOWN,no
1328,CEP85L,no,no,no,no,no,UP,no
1329,ULBP1,no,no,no,no,no,UP,no
1330,ASCC3,no,no,no,no,no,UP,no
1331,ADGRG6,no,no,no,no,no,UP,no
1332,PDE10A,no,no,no,no,no,UP,no
1333,GUCA1B,no,no,no,no,no,UP,no
1334,LAMA4,no,no,no,no,no,UP,no
1335,HMGCR,no,no,no,no,no,UP,no
1336,ARRDC3,no,no,no,no,no,DOWN,no
1337,NR3C1,no,no,no,no,no,UP,no
1338,LIFR,no,no,no,no,no,UP,no
1339,DPYSL3,no,no,no,no,no,DOWN,DOWN
1340,STC2,no,no,no,no,no,UP,no
1341,RBP1,no,no,no,no,no,UP,no
1342,HES1,no,no,no,no,no,UP,no
1343,EEF1B2,no,no,no,no,no,DOWN,no
1344,POMC,no,no,no,no,no,UP,no
1345,FNDC4,no,no,no,no,no,UP,no
1346,CLIP4,no,no,no,no,no,UP,no
1347,ST3GAL5,no,no,no,no,no,UP,no
1348,CHST10,no,no,no,no,no,DOWN,no
1349,IL1R1,no,no,no,no,no,UP,no
1350,QPCT,no,no,no,no,no,UP,no
1351,PLCL1,no,no,no,no,no,UP,no
1352,AMPD2,no,no,no,no,no,UP,no
1353,KIF21B,no,no,no,no,no,UP,no
1354,NID1,no,no,no,no,no,UP,no
1355,BMP8B,no,no,no,no,no,UP,no
1356,GBP1,no,no,no,no,no,UP,no
1357,RAB29,no,no,no,no,no,UP,no
1358,PROX1,no,no,no,no,no,UP,no
1359,KLF7,no,no,no,no,no,UP,no
1360,SGIP1,no,no,no,no,no,UP,no
1361,RAB32,no,no,no,no,no,UP,no
1362,NR4A3,no,no,no,no,no,UP,no
1363,DENND1A,no,no,no,no,no,UP,UP
1364,FLVCR2,no,no,no,no,no,UP,no
1365,LGALSL,no,no,no,no,no,UP,no
1366,CYSTM1,no,no,no,no,no,UP,no
1367,ARAP3,no,no,no,no,no,UP,no
1368,DUSP4,no,no,no,no,no,UP,no
1369,TNFRSF10B,no,no,no,no,no,UP,no
1370,PDLIM2,no,no,no,no,no,UP,no
1371,CSMD2,no,no,no,no,no,DOWN,no
1372,SV2C,no,no,no,no,no,UP,no
1373,ANXA11,no,no,no,no,no,UP,no
1374,PHF24,no,no,no,no,no,UP,no
1375,PLAU,no,no,no,no,no,UP,no
1376,CHST3,no,no,no,no,no,UP,no
1377,RASSF8,no,no,no,no,no,UP,no
1378,SSPN,no,no,no,no,no,UP,no
1379,ITIH5,no,no,no,no,no,UP,no
1380,MXD4,no,no,no,no,no,DOWN,no
1381,CHPF,no,no,no,no,no,UP,no
1382,ATP8A1,no,no,no,no,no,DOWN,UP
1383,NRN1,no,no,no,no,no,UP,no
1384,RPP40,no,no,no,no,no,DOWN,no
1385,MYRF,no,no,no,no,no,UP,no
1386,AHNAK,no,no,no,no,no,UP,no
1387,SOX21,no,no,no,no,no,DOWN,no
1388,TNFSF9,no,no,no,no,no,UP,no
1389,FOSB,no,no,no,no,no,UP,no
1390,GPCPD1,no,no,no,no,no,DOWN,no
1391,FAM182A,no,no,no,no,no,UP,no
1392,TMEM74B,no,no,no,no,no,UP,DOWN
1393,AMOT,no,no,no,no,no,UP,no
1394,RHOJ,no,no,no,no,no,UP,no
1395,HIVEP3,no,no,no,no,no,UP,no
1396,METTL25,no,no,no,no,no,DOWN,no
1397,GNG11,no,no,no,no,no,UP,UP
1398,ZFP36,no,no,no,no,no,UP,no
1399,SRD5A3,no,no,no,no,no,DOWN,no
1400,CLN6,no,no,no,no,no,DOWN,no
1401,ATP1B2,no,no,no,no,no,UP,no
1402,CDKN2D,no,no,no,no,no,UP,no
1403,CDO1,no,no,no,no,no,UP,no
1404,CBFA2T3,no,no,no,no,no,UP,no
1405,SAT1,no,no,no,no,no,UP,no
1406,CNN1,no,no,no,no,no,UP,no
1407,BST2,no,no,no,no,no,DOWN,no
1408,SSBP4,no,no,no,no,no,UP,no
1409,GDF15,no,no,no,no,no,UP,no
1410,PGPEP1,no,no,no,no,no,UP,no
1411,JUND,no,no,no,no,no,UP,no
1412,ZC3H4,no,no,no,no,no,DOWN,no
1413,SLC6A8,no,no,no,no,no,DOWN,no
1414,HABP4,no,no,no,no,no,UP,UP
1415,AKAP12,no,no,no,no,no,UP,no
1416,SYNE1,no,no,no,no,no,UP,no
1417,CCL25,no,no,no,no,no,DOWN,no
1418,F12,no,no,no,no,no,UP,no
1419,HACL1,no,no,no,no,no,DOWN,no
1420,RFTN1,no,no,no,no,no,UP,no
1421,MAP1B,no,no,no,no,no,UP,no
1422,LIN28A,no,no,no,no,no,DOWN,no
1423,HSD17B7,no,no,no,no,no,UP,no
1424,FIGNL1,no,no,no,no,no,DOWN,no
1425,MATN2,no,no,no,no,no,UP,no
1426,SNAP25,no,no,no,no,no,UP,no
1427,SYT11,no,no,no,no,no,UP,UP
1428,PPP1R3D,no,no,no,no,no,UP,no
1429,LGR6,no,no,no,no,no,DOWN,no
1430,DCLK1,no,no,no,no,no,UP,DOWN
1431,CCNA1,no,no,no,no,no,UP,no
1432,LOXL2,no,no,no,no,no,UP,no
1433,BHLHE40,no,no,no,no,no,UP,no
1434,GSTM3,no,no,no,no,no,UP,no
1435,VAV3,no,no,no,no,no,UP,no
1436,NGF,no,no,no,no,no,UP,no
1437,LPIN1,no,no,no,no,no,UP,no
1438,COL4A2,no,no,no,no,no,UP,no
1439,CLDN10,no,no,no,no,no,DOWN,no
1440,RFK,no,no,no,no,no,UP,no
1441,ENTREP1,no,no,no,no,no,UP,no
1442,GARIN1B,no,no,no,no,no,DOWN,no
1443,NT5E,no,no,no,no,no,UP,no
1444,LCA5,no,no,no,no,no,UP,no
1445,LMO2,no,no,no,no,no,UP,no
1446,ITGA7,no,no,no,no,no,UP,no
1447,NHSL1,no,no,no,no,no,UP,no
1448,PKIB,no,no,no,no,no,UP,no
1449,MDM2,no,no,no,no,no,UP,no
1450,FHOD1,no,no,no,no,no,UP,no
1451,DNAJB2,no,no,no,no,no,UP,no
1452,CYP27A1,no,no,no,no,no,UP,DOWN
1453,ARHGEF4,no,no,no,no,no,UP,no
1454,DRAM1,no,no,no,no,no,UP,no
1455,PCDH8,no,no,no,no,no,DOWN,no
1456,LMO7,no,no,no,no,no,UP,no
1457,RCBTB2,no,no,no,no,no,DOWN,no
1458,RAPGEF5,no,no,no,no,no,UP,no
1459,ZDHHC4,no,no,no,no,no,DOWN,no
1460,NACAD,no,no,no,no,no,UP,no
1461,TBR1,no,no,no,no,no,UP,no
1462,ENPP2,no,no,no,no,no,UP,no
1463,DNAJB5,no,no,no,no,no,UP,no
1464,RPS6,no,no,no,no,no,DOWN,no
1465,PIM1,no,no,no,no,no,UP,DOWN
1466,RAB30,no,no,no,no,no,UP,no
1467,SLCO5A1,no,no,no,no,no,UP,no
1468,CFAP68,no,no,no,no,no,DOWN,no
1469,ITGA11,no,no,no,no,no,UP,no
1470,SMAD6,no,no,no,no,no,UP,no
1471,SEMA6D,no,no,no,no,no,UP,DOWN
1472,SIX3,no,no,no,no,no,UP,no
1473,MYOF,no,no,no,no,no,UP,no
1474,PLCE1,no,no,no,no,no,UP,no
1475,CARF,no,no,no,no,no,DOWN,no
1476,ITPRID2,no,no,no,no,no,UP,UP
1477,ITGAV,no,no,no,no,no,UP,no
1478,MNS1,no,no,no,no,no,DOWN,no
1479,EGF,no,no,no,no,no,UP,UP
1480,MTTP,no,no,no,no,no,UP,no
1481,FBN2,no,no,no,no,no,UP,UP
1482,RGS3,no,no,no,no,no,UP,no
1483,LGR5,no,no,no,no,no,UP,no
1484,TMEM132B,no,no,no,no,no,DOWN,no
1485,DHH,no,no,no,no,no,UP,no
1486,RTN1,no,no,no,no,no,UP,no
1487,STON2,no,no,no,no,no,UP,no
1488,FBLN5,no,no,no,no,no,UP,no
1489,ARRDC4,no,no,no,no,no,DOWN,no
1490,CYP1A1,no,no,no,no,no,UP,no
1491,ABHD2,no,no,no,no,no,UP,no
1492,NTRK3,no,no,no,no,no,UP,no
1493,TGFB1I1,no,no,no,no,no,UP,no
1494,KIFC3,no,no,no,no,no,UP,no
1495,ADAMTS18,no,no,no,no,no,UP,no
1496,CDH13,no,no,no,no,no,UP,no
1497,ARSG,no,no,no,no,no,DOWN,no
1498,IMPA2,no,no,no,no,no,DOWN,no
1499,GREB1L,no,no,no,no,no,DOWN,no
1500,ASGR1,no,no,no,no,no,UP,no
1501,TP53,no,no,no,no,no,DOWN,no
1502,TMC6,no,no,no,no,no,UP,no
1503,CBX4,no,no,no,no,no,UP,no
1504,ELAC1,no,no,no,no,no,DOWN,no
1505,ZCCHC2,no,no,no,no,no,UP,no
1506,IFITM3,no,no,no,no,no,UP,no
1507,PGGHG,no,no,no,no,no,UP,no
1508,COL6A2,no,no,no,no,no,UP,DOWN
1509,EMP3,no,no,no,no,no,UP,no
1510,CELSR2,no,no,no,no,no,UP,no
1511,ITGA10,no,no,no,no,no,UP,no
1512,HMCN1,no,no,no,no,no,DOWN,no
1513,TUFT1,no,no,no,no,no,UP,no
1514,ECM1,no,no,no,no,no,UP,no
1515,CTSK,no,no,no,no,no,UP,no
1516,DUSP10,no,no,no,no,no,UP,no
1517,ADAM15,no,no,no,no,no,UP,no
1518,CREB3L4,no,no,no,no,no,DOWN,no
1519,ACTA1,no,no,no,no,no,DOWN,no
1520,LYST,no,no,no,no,no,UP,no
1521,ITPKB,no,no,no,no,no,UP,no
1522,RHOB,no,no,no,no,no,UP,no
1523,SFXN5,no,no,no,no,no,UP,DOWN
1524,AFF3,no,no,no,no,no,UP,no
1525,FAM171B,no,no,no,no,no,UP,no
1526,TRPM8,no,no,no,no,no,DOWN,UP
1527,HES6,no,no,no,no,no,UP,no
1528,GADL1,no,no,no,no,no,UP,no
1529,CSRNP1,no,no,no,no,no,UP,no
1530,ITGA9,no,no,no,no,no,UP,no
1531,LRIG1,no,no,no,no,no,DOWN,no
1532,ZNF660,no,no,no,no,no,DOWN,no
1533,TMEM108,no,no,no,no,no,DOWN,no
1534,CORIN,no,no,no,no,no,UP,no
1535,CAMK2D,no,no,no,no,no,UP,no
1536,MARCHF1,no,no,no,no,no,UP,no
1537,OSMR,no,no,no,no,no,UP,no
1538,UGT3A1,no,no,no,no,no,DOWN,no
1539,SHISAL2B,no,no,no,no,no,DOWN,no
1540,CXCL14,no,no,no,no,no,UP,no
1541,FAM50B,no,no,no,no,no,DOWN,no
1542,PSD2,no,no,no,no,no,UP,no
1543,RSPO3,no,no,no,no,no,UP,no
1544,FRMPD3,no,no,no,no,no,UP,no
1545,IGSF1,no,no,no,no,no,DOWN,no
1546,UGCG,no,no,no,no,no,UP,no
1547,STOM,no,no,no,no,no,DOWN,no
1548,NR6A1,no,no,no,no,no,DOWN,no
1549,PROSER2,no,no,no,no,no,UP,no
1550,CDHR1,no,no,no,no,no,UP,no
1551,ANKRD1,no,no,no,no,no,UP,UP
1552,INA,no,no,no,no,no,UP,no
1553,ADM,no,no,no,no,no,UP,DOWN
1554,TM7SF2,no,no,no,no,no,DOWN,no
1555,FAM124A,no,no,no,no,no,DOWN,no
1556,DIXDC1,no,no,no,no,no,UP,no
1557,CRIM1,no,no,no,no,no,UP,no
1558,SEC24D,no,no,no,no,no,UP,no
1559,CACNA1C,no,no,no,no,no,UP,no
1560,TMEM263,no,no,no,no,no,UP,no
1561,NPAS3,no,no,no,no,no,UP,no
1562,ADAMTS12,no,no,no,no,no,UP,no
1563,VIPAS39,no,no,no,no,no,DOWN,no
1564,FRMD4A,no,no,no,no,no,UP,no
1565,EPS8,no,no,no,no,no,UP,no
1566,ANKAR,no,no,no,no,no,DOWN,no
1567,FLI1,no,no,no,no,no,UP,no
1568,TLCD4,no,no,no,no,no,UP,no
1569,TMEM178A,no,no,no,no,no,UP,no
1570,ZFP36L2,no,no,no,no,no,UP,no
1571,CCNO,no,no,no,no,no,UP,no
1572,ZIC1,no,no,no,no,no,UP,no
1573,LGI2,no,no,no,no,no,UP,no
1574,MERTK,no,no,no,no,no,UP,no
1575,NMRAL1,no,no,no,no,no,DOWN,no
1576,AK5,no,no,no,no,no,UP,no
1577,UBASH3B,no,no,no,no,no,UP,no
1578,RETREG1,no,no,no,no,no,UP,no
1579,PRKCA,no,no,no,no,no,UP,no
1580,TNIK,no,no,no,no,no,UP,no
1581,WNT3A,no,no,no,no,no,UP,UP
1582,BTG3,no,no,no,no,no,UP,no
1583,PDE1C,no,no,no,no,no,UP,no
1584,ADAMTS5,no,no,no,no,no,UP,no
1585,WNT7A,no,no,no,no,no,UP,no
1586,MIDEAS,no,no,no,no,no,UP,no
1587,NDUFAF6,no,no,no,no,no,DOWN,no
1588,WHAMM,no,no,no,no,no,UP,no
1589,UNC5D,no,no,no,no,no,UP,no
1590,FBXO32,no,no,no,no,no,UP,no
1591,SST,no,no,no,no,no,UP,no
1592,KCNJ6,no,no,no,no,no,UP,no
1593,ACAN,no,no,no,no,no,UP,no
1594,DRC1,no,no,no,no,no,UP,no
1595,KRTCAP3,no,no,no,no,no,DOWN,DOWN
1596,GALNT14,no,no,no,no,no,DOWN,UP
1597,PRXL2C,no,no,no,no,no,UP,no
1598,NRG2,no,no,no,no,no,DOWN,no
1599,CSRP1,no,no,no,no,no,UP,UP
1600,SIM2,no,no,no,no,no,UP,no
1601,ZNF66,no,no,no,no,no,DOWN,no
1602,VAV2,no,no,no,no,no,UP,no
1603,NLRX1,no,no,no,no,no,DOWN,no
1604,IL6R,no,no,no,no,no,UP,no
1605,FDPS,no,no,no,no,no,UP,no
1606,LMNA,no,no,no,no,no,UP,no
