"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene","EN","is_DE","is_highly_DE","FCsign"
"ENSG00000258831",3.57574350750006,-0.00266330725692033,0.370637764740562,-0.0071857417410894,0.994266656946995,0.995861443067098,NA,"ENSG00000258831",FALSE,FALSE,"neg"
"ENSG00000258839",5.84487062794398,-0.285660429709717,0.290958660386395,-0.981790434869192,0.326203101400588,0.43330242523753,"MC1R","ENSG00000258839",FALSE,FALSE,"neg"
"ENSG00000258843",1.94469640140742,-0.449031070490694,0.471794127761743,-0.951752139478633,0.341222699816982,0.448944509857126,"LOC105370489","ENSG00000258843",FALSE,FALSE,"neg"
"ENSG00000258847",0.964330424950681,-1.88289747333954,0.914433039142602,-2.05908731721351,0.0394858745785609,0.0756506244967371,NA,"ENSG00000258847",FALSE,FALSE,"neg"
"ENSG00000258890",103.423303380767,0.642170818788161,0.131305814482923,4.89065028321103,1.00503390332921e-06,6.79110408783162e-06,"CEP95","ENSG00000258890",FALSE,FALSE,"pos"
"ENSG00000258891",3.76696054501144,0.431672764811201,0.400617859734694,1.07751752529723,0.281249125635147,0.384736396444091,NA,"ENSG00000258891",FALSE,FALSE,"pos"
"ENSG00000258900",0.995747516791171,1.37180935713633,0.717773696491349,1.91120037393689,0.0559788358552092,0.101626139198194,NA,"ENSG00000258900",FALSE,FALSE,"pos"
"ENSG00000258909",0.770551560727552,0.912404710759489,0.667981906377389,1.36591231296617,0.17196648756142,0.258070864610073,NA,"ENSG00000258909",FALSE,FALSE,"pos"
"ENSG00000258920",1.07296073877205,1.1151426834477,0.672109850695096,1.65916729578419,0.0970820857322363,0.161097726612762,"FOXN3-AS1","ENSG00000258920",FALSE,FALSE,"pos"
"ENSG00000258928",1.86940250587401,-1.14582499231471,0.506807723582614,-2.260867265824,0.0237674776907694,0.0491330198061806,"LOC102723604","ENSG00000258928",FALSE,FALSE,"neg"
"ENSG00000258955",2.75646819888217,3.13468437394341,0.779138453181828,4.02327001207816,5.73956304067723e-05,0.000250452402659335,"LINC00519","ENSG00000258955",TRUE,TRUE,"pos"
"ENSG00000259030",7.07079841744691,-0.18559883203436,0.277940931463397,-0.667763582201285,0.504284516457276,0.605174838205753,"FPGT-TNNI3K","ENSG00000259030",FALSE,FALSE,"neg"
"ENSG00000259039",1.87278583136757,0.459558941844827,1.02626804266766,0.447796211845649,0.654300277581758,0.736494513098462,NA,"ENSG00000259039",FALSE,FALSE,"pos"
"ENSG00000259065",1.17562818812543,-1.02298452910599,0.643700351025937,-1.58922474949027,0.112009660754284,0.181436670906182,NA,"ENSG00000259065",FALSE,FALSE,"neg"
"ENSG00000259088",1.14700361563483,0.646919218189582,0.643832047559057,1.00479499372892,0.314995575010707,0.42107144518114,NA,"ENSG00000259088",FALSE,FALSE,"pos"
"ENSG00000259091",0.849828133324162,-1.74686070934479,0.987332430500153,-1.76927309929431,0.0768483103991212,0.132588229136594,"LINC00517","ENSG00000259091",FALSE,FALSE,"neg"
"ENSG00000259113",4.49248202444371,0.372078798776681,0.395196819496456,0.941502513230669,0.346447401940466,0.45452553805259,NA,"ENSG00000259113",FALSE,FALSE,"pos"
"ENSG00000259118",0.746402202174983,-0.352182183901152,0.827842631429298,-0.425421656883142,0.670529321278387,0.749002015584816,"LOC100506321","ENSG00000259118",FALSE,FALSE,"neg"
"ENSG00000259129",1.59901299565855,-0.0401393582903591,0.515028333444589,-0.0779362137649804,0.937878792587789,0.957657009020145,"LINC00648","ENSG00000259129",FALSE,FALSE,"neg"
"ENSG00000259153",9.70915372110173,0.145483233224656,0.209856534565444,0.69325090841661,0.488152105087981,0.591300767293529,"MAP3K9-DT","ENSG00000259153",FALSE,FALSE,"pos"
"ENSG00000259158",3.24105741066715,3.31069092172322,0.589478838163437,5.61630156569813,1.95088056895548e-08,1.91275020158175e-07,NA,"ENSG00000259158",TRUE,FALSE,"pos"
"ENSG00000259163",3.98530062345906,-0.0236578810687774,0.355273139829066,-0.0665906831013458,0.946907563090954,0.96370779782877,"TTC7B-AS1","ENSG00000259163",FALSE,FALSE,"neg"
"ENSG00000259180",5.49071201603774,0.254038899121348,0.289069821545368,0.878815013491396,0.379501584527804,0.487833278404515,NA,"ENSG00000259180",FALSE,FALSE,"pos"
"ENSG00000259207",2.18419460995197,-1.01369775694508,0.512863366706928,-1.9765454558667,0.0480930327810456,0.0894073227216871,"ITGB3","ENSG00000259207",FALSE,FALSE,"neg"
"ENSG00000259209",2.78855603655991,-1.2866320687713,0.455044196079685,-2.82748814259351,0.00469147528197037,0.0121039928595529,NA,"ENSG00000259209",FALSE,FALSE,"neg"
"ENSG00000259223",1.74064353537113,-1.00099470645356,0.510890780806777,-1.95931252639327,0.050076197663891,0.0925454408795583,NA,"ENSG00000259223",FALSE,FALSE,"neg"
"ENSG00000259225",0.778543998695115,-0.175904874345425,0.667920433051157,-0.263362019846983,0.792271561321214,0.847595303595786,"LINC02345","ENSG00000259225",FALSE,FALSE,"neg"
"ENSG00000259232",2.2811502666227,-0.477378636912175,0.441037546149557,-1.08239908615466,0.2790752341818,0.382401742226249,NA,"ENSG00000259232",FALSE,FALSE,"neg"
"ENSG00000259248",0.908282908650212,1.20782136396933,0.728214235920801,1.65860718507114,0.0971949730008755,0.161270273600225,"USP3-AS1","ENSG00000259248",FALSE,FALSE,"pos"
"ENSG00000259274",1.30470079962195,0.331845462920205,0.554383089261935,0.5985851108157,0.549449587323444,0.646270627230465,NA,"ENSG00000259274",FALSE,FALSE,"pos"
"ENSG00000259275",2.71604634927199,-2.35482501380228,0.504319269444858,-4.669313977224,3.02207205152813e-06,1.82787918440625e-05,NA,"ENSG00000259275",TRUE,FALSE,"neg"
