"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0007018","GO:0007018","microtubule-based movement","23/362","437/20772",2.89379653898554e-06,0.000971000275035965,0.000861216003468423,"ENSG00000068885/ENSG00000118965/ENSG00000105792/ENSG00000181378/ENSG00000171811/ENSG00000206530/ENSG00000170703/ENSG00000188316/ENSG00000152582/ENSG00000196659/ENSG00000204104/ENSG00000112981/ENSG00000151023/ENSG00000032742/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000125337/ENSG00000151746/ENSG00000088727/ENSG00000118997/ENSG00000188596/ENSG00000179397",23
"GO:0060294","GO:0060294","cilium movement involved in cell motility","13/362","154/20772",3.16094973714838e-06,0.000972255456651222,0.000862329270397496,"ENSG00000105792/ENSG00000181378/ENSG00000171811/ENSG00000206530/ENSG00000170703/ENSG00000188316/ENSG00000152582/ENSG00000151023/ENSG00000197748/ENSG00000111834/ENSG00000088727/ENSG00000188596/ENSG00000179397",13
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","14/362","181/20772",3.72517865201314e-06,0.00105766418496773,0.000938081425729626,"ENSG00000065717/ENSG00000104953/ENSG00000148737/ENSG00000111087/ENSG00000068885/ENSG00000164690/ENSG00000182704/ENSG00000104964/ENSG00000146678/ENSG00000180730/ENSG00000162998/ENSG00000269113/ENSG00000110492/ENSG00000101311",14
"GO:0001654","GO:0001654","eye development","22/362","419/20772",4.9502427116042e-06,0.00130509613203794,0.00115753795737512,"ENSG00000205084/ENSG00000163251/ENSG00000132386/ENSG00000150893/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000160111/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000070193/ENSG00000125864/ENSG00000188158/ENSG00000151090/ENSG00000122085/ENSG00000114315/ENSG00000127152/ENSG00000134853/ENSG00000138083",22
"GO:0150063","GO:0150063","visual system development","22/362","423/20772",5.75771206491153e-06,0.00141678101543923,0.00125659540504385,"ENSG00000205084/ENSG00000163251/ENSG00000132386/ENSG00000150893/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000160111/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000070193/ENSG00000125864/ENSG00000188158/ENSG00000151090/ENSG00000122085/ENSG00000114315/ENSG00000127152/ENSG00000134853/ENSG00000138083",22
"GO:0035082","GO:0035082","axoneme assembly","10/362","95/20772",6.19777004614793e-06,0.00142974807752075,0.00126809637128421,"ENSG00000160188/ENSG00000105792/ENSG00000181378/ENSG00000171811/ENSG00000206530/ENSG00000152582/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000118997",10
"GO:0043010","GO:0043010","camera-type eye development","20/362","367/20772",7.7562333249533e-06,0.0016840151295531,0.00149361520994457,"ENSG00000205084/ENSG00000163251/ENSG00000132386/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000070193/ENSG00000125864/ENSG00000188158/ENSG00000151090/ENSG00000122085/ENSG00000114315/ENSG00000127152/ENSG00000134853/ENSG00000138083",20
"GO:0048762","GO:0048762","mesenchymal cell differentiation","17/362","278/20772",8.47607933629294e-06,0.00171208885647152,0.00151851483512568,"ENSG00000092421/ENSG00000125798/ENSG00000129514/ENSG00000148737/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000163376/ENSG00000164093/ENSG00000169242/ENSG00000070193/ENSG00000115310/ENSG00000162998/ENSG00000136352/ENSG00000110492/ENSG00000114315",17
"GO:0043616","GO:0043616","keratinocyte proliferation","8/362","60/20772",9.14428120371134e-06,0.00171208885647152,0.00151851483512568,"ENSG00000068885/ENSG00000185920/ENSG00000070193/ENSG00000184304/ENSG00000110492/ENSG00000101311/ENSG00000124193/ENSG00000127152",8
"GO:0048880","GO:0048880","sensory system development","22/362","436/20772",9.27710027890285e-06,0.00171208885647152,0.00151851483512568,"ENSG00000205084/ENSG00000163251/ENSG00000132386/ENSG00000150893/ENSG00000136603/ENSG00000115380/ENSG00000187098/ENSG00000164690/ENSG00000160111/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000070193/ENSG00000125864/ENSG00000188158/ENSG00000151090/ENSG00000122085/ENSG00000114315/ENSG00000127152/ENSG00000134853/ENSG00000138083",22
"GO:0021536","GO:0021536","diencephalon development","9/362","81/20772",1.16067714059109e-05,0.00186964455263318,0.00165825680066426,"ENSG00000170381/ENSG00000103449/ENSG00000111087/ENSG00000164690/ENSG00000164093/ENSG00000070193/ENSG00000136352/ENSG00000114315/ENSG00000138083",9
"GO:0021983","GO:0021983","pituitary gland development","7/362","45/20772",1.18246031188992e-05,0.00186964455263318,0.00165825680066426,"ENSG00000103449/ENSG00000111087/ENSG00000164093/ENSG00000070193/ENSG00000136352/ENSG00000114315/ENSG00000138083",7
"GO:0060541","GO:0060541","respiratory system development","15/362","228/20772",1.2132954218031e-05,0.00186964455263318,0.00165825680066426,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000164690/ENSG00000162878/ENSG00000152582/ENSG00000070193/ENSG00000075275/ENSG00000151090/ENSG00000136352/ENSG00000154099/ENSG00000114315/ENSG00000124193/ENSG00000134853/ENSG00000173706",15
"GO:0010977","GO:0010977","negative regulation of neuron projection development","12/362","150/20772",1.30774364896653e-05,0.00186964455263318,0.00165825680066426,"ENSG00000092421/ENSG00000170381/ENSG00000185033/ENSG00000188906/ENSG00000182704/ENSG00000133216/ENSG00000065320/ENSG00000177169/ENSG00000169242/ENSG00000115310/ENSG00000114315/ENSG00000107104",12
"GO:0030324","GO:0030324","lung development","14/362","202/20772",1.31700781274621e-05,0.00186964455263318,0.00165825680066426,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000164690/ENSG00000162878/ENSG00000070193/ENSG00000075275/ENSG00000151090/ENSG00000136352/ENSG00000154099/ENSG00000114315/ENSG00000124193/ENSG00000134853/ENSG00000173706",14
"GO:0031345","GO:0031345","negative regulation of cell projection organization","14/362","202/20772",1.31700781274621e-05,0.00186964455263318,0.00165825680066426,"ENSG00000092421/ENSG00000122417/ENSG00000170381/ENSG00000185033/ENSG00000188906/ENSG00000182704/ENSG00000133216/ENSG00000065320/ENSG00000127328/ENSG00000177169/ENSG00000169242/ENSG00000115310/ENSG00000114315/ENSG00000107104",14
"GO:0007224","GO:0007224","smoothened signaling pathway","12/362","152/20772",1.49520388746341e-05,0.00204399909208424,0.00181289828070613,"ENSG00000205084/ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000068885/ENSG00000109113/ENSG00000164690/ENSG00000124813/ENSG00000185920/ENSG00000070193/ENSG00000204852/ENSG00000114315",12
"GO:0001763","GO:0001763","morphogenesis of a branching structure","15/362","233/20772",1.56927380450689e-05,0.00206863914729818,0.00183475245564527,"ENSG00000163251/ENSG00000129514/ENSG00000170381/ENSG00000164161/ENSG00000103449/ENSG00000104313/ENSG00000164690/ENSG00000188906/ENSG00000136541/ENSG00000185920/ENSG00000070193/ENSG00000115310/ENSG00000075275/ENSG00000136352/ENSG00000110492",15
"GO:0030323","GO:0030323","respiratory tube development","14/362","206/20772",1.64287296151273e-05,0.00209098072446327,0.0018545680255189,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000164690/ENSG00000162878/ENSG00000070193/ENSG00000075275/ENSG00000151090/ENSG00000136352/ENSG00000154099/ENSG00000114315/ENSG00000124193/ENSG00000134853/ENSG00000173706",14
"GO:0060070","GO:0060070","canonical Wnt signaling pathway","18/362","325/20772",1.77912541336591e-05,0.00218891730024453,0.00194143159142737,"ENSG00000065717/ENSG00000104953/ENSG00000163251/ENSG00000148737/ENSG00000111087/ENSG00000164690/ENSG00000188906/ENSG00000177283/ENSG00000104964/ENSG00000187123/ENSG00000146678/ENSG00000070193/ENSG00000162998/ENSG00000110492/ENSG00000152284/ENSG00000101311/ENSG00000124766/ENSG00000107104",18
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","7/362","49/20772",2.10843268284728e-05,0.00251039517173848,0.00222656218799831,"ENSG00000068885/ENSG00000185920/ENSG00000070193/ENSG00000184304/ENSG00000110492/ENSG00000124193/ENSG00000127152",7
"GO:0030900","GO:0030900","forebrain development","21/362","434/20772",2.75424545706835e-05,0.00317684999438727,0.00281766558272453,"ENSG00000092445/ENSG00000170381/ENSG00000103449/ENSG00000114861/ENSG00000111087/ENSG00000164690/ENSG00000188906/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000164093/ENSG00000070193/ENSG00000115310/ENSG00000136352/ENSG00000183023/ENSG00000110492/ENSG00000204852/ENSG00000114315/ENSG00000185532/ENSG00000127152/ENSG00000138083",21
"GO:0008589","GO:0008589","regulation of smoothened signaling pathway","9/362","91/20772",2.99327391695328e-05,0.00334793152347714,0.0029694041090031,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000109113/ENSG00000164690/ENSG00000124813/ENSG00000185920/ENSG00000070193/ENSG00000204852",9
"GO:0060485","GO:0060485","mesenchyme development","18/362","344/20772",3.76702014922136e-05,0.0040894327561106,0.00362706893624719,"ENSG00000092421/ENSG00000125798/ENSG00000129514/ENSG00000148737/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000163376/ENSG00000164093/ENSG00000169242/ENSG00000070193/ENSG00000115310/ENSG00000162998/ENSG00000136352/ENSG00000110492/ENSG00000114315/ENSG00000163389",18
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","6/362","37/20772",3.95846680426657e-05,0.00417448599272797,0.00370250579286287,"ENSG00000129514/ENSG00000164161/ENSG00000164690/ENSG00000070193/ENSG00000075275/ENSG00000136352",6
"GO:0120316","GO:0120316","sperm flagellum assembly","6/362","38/20772",4.63221163563749e-05,0.00474930365198277,0.00421233280316743,"ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000152582/ENSG00000197748/ENSG00000188596",6
"GO:0014033","GO:0014033","neural crest cell differentiation","9/362","97/20772",4.98085461693875e-05,0.00496873902462728,0.00440695813902689,"ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000163376/ENSG00000164093/ENSG00000162998/ENSG00000114315",9
"GO:0048640","GO:0048640","negative regulation of developmental growth","10/362","121/20772",5.20307081460406e-05,0.00505382483597462,0.00448242388737358,"ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000185033/ENSG00000065320/ENSG00000177169/ENSG00000185920/ENSG00000115310/ENSG00000117152",10
"GO:0060562","GO:0060562","epithelial tube morphogenesis","19/362","387/20772",5.45589511914141e-05,0.00516351509865408,0.00457971223226175,"ENSG00000129514/ENSG00000170381/ENSG00000164161/ENSG00000103449/ENSG00000169641/ENSG00000114861/ENSG00000104313/ENSG00000164690/ENSG00000065320/ENSG00000185920/ENSG00000070193/ENSG00000075275/ENSG00000169245/ENSG00000136352/ENSG00000110492/ENSG00000154099/ENSG00000204852/ENSG00000124766/ENSG00000114315",19
"GO:0007409","GO:0007409","axonogenesis","21/362","456/20772",5.62866480199784e-05,0.0051938504460435,0.00460661777216139,"ENSG00000092421/ENSG00000170381/ENSG00000136603/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000117632/ENSG00000182704/ENSG00000133216/ENSG00000196338/ENSG00000065320/ENSG00000177169/ENSG00000169242/ENSG00000185920/ENSG00000115310/ENSG00000141736/ENSG00000136352/ENSG00000204852/ENSG00000185532/ENSG00000101856/ENSG00000127152",21
"GO:0048568","GO:0048568","embryonic organ development","22/362","497/20772",6.73803493687685e-05,0.0060658748663445,0.0053800484348362,"ENSG00000163251/ENSG00000103449/ENSG00000115380/ENSG00000111087/ENSG00000104313/ENSG00000178919/ENSG00000164690/ENSG00000124813/ENSG00000133216/ENSG00000162878/ENSG00000065320/ENSG00000164093/ENSG00000129173/ENSG00000248329/ENSG00000169242/ENSG00000185920/ENSG00000070193/ENSG00000162998/ENSG00000154099/ENSG00000114315/ENSG00000134853/ENSG00000138083",22
"GO:0009953","GO:0009953","dorsal/ventral pattern formation","9/362","102/20772",7.3970905830817e-05,0.00647494563584871,0.00574286840750317,"ENSG00000129514/ENSG00000164161/ENSG00000111087/ENSG00000164690/ENSG00000185920/ENSG00000136352/ENSG00000204852/ENSG00000090539/ENSG00000138083",9
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","15/362","267/20772",7.54328535197763e-05,0.00647494563584871,0.00574286840750317,"ENSG00000065717/ENSG00000104953/ENSG00000148737/ENSG00000111087/ENSG00000164690/ENSG00000188906/ENSG00000104964/ENSG00000187123/ENSG00000146678/ENSG00000070193/ENSG00000162998/ENSG00000110492/ENSG00000101311/ENSG00000124766/ENSG00000107104",15
"GO:0045744","GO:0045744","negative regulation of G protein-coupled receptor signaling pathway","7/362","60/20772",8.04475521901214e-05,0.00659848700297196,0.00585244180845094,"ENSG00000116741/ENSG00000117632/ENSG00000248329/ENSG00000135312/ENSG00000010310/ENSG00000151746/ENSG00000117152",7
"GO:0060425","GO:0060425","lung morphogenesis","7/362","60/20772",8.04475521901214e-05,0.00659848700297196,0.00585244180845094,"ENSG00000129514/ENSG00000164161/ENSG00000164690/ENSG00000070193/ENSG00000075275/ENSG00000136352/ENSG00000124193",7
"GO:0003352","GO:0003352","regulation of cilium movement","6/362","43/20772",9.50642949779577e-05,0.00762787636442699,0.00676544524900339,"ENSG00000105792/ENSG00000170703/ENSG00000197748/ENSG00000111834/ENSG00000154099/ENSG00000088727",6
"GO:0014032","GO:0014032","neural crest cell development","8/362","83/20772",9.95845215840139e-05,0.00765763477430407,0.00679183908171674,"ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000163376/ENSG00000164093/ENSG00000114315",8
"GO:0031016","GO:0031016","pancreas development","8/362","83/20772",9.95845215840139e-05,0.00765763477430407,0.00679183908171674,"ENSG00000125798/ENSG00000148737/ENSG00000164690/ENSG00000070193/ENSG00000010310/ENSG00000154099/ENSG00000124766/ENSG00000114315",8
"GO:0060428","GO:0060428","lung epithelium development","6/362","44/20772",0.00010847407994833,0.00799528801257219,0.0070913162084443,"ENSG00000129514/ENSG00000164690/ENSG00000070193/ENSG00000151090/ENSG00000136352/ENSG00000124193",6
"GO:0030308","GO:0030308","negative regulation of cell growth","13/362","215/20772",0.000108690369309608,0.00799528801257219,0.0070913162084443,"ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000185033/ENSG00000134533/ENSG00000122641/ENSG00000065320/ENSG00000177169/ENSG00000115310/ENSG00000162998/ENSG00000019485/ENSG00000117152",13
"GO:0007288","GO:0007288","sperm axoneme assembly","5/362","28/20772",0.000110474041896825,0.00799528801257219,0.0070913162084443,"ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000152582/ENSG00000197748",5
"GO:0010975","GO:0010975","regulation of neuron projection development","21/362","480/20772",0.00011583016297267,0.0082217140679255,0.0072921418389677,"ENSG00000092421/ENSG00000132386/ENSG00000170381/ENSG00000136603/ENSG00000116741/ENSG00000163536/ENSG00000185033/ENSG00000188906/ENSG00000091409/ENSG00000182704/ENSG00000102383/ENSG00000133216/ENSG00000065320/ENSG00000177169/ENSG00000169242/ENSG00000115310/ENSG00000184304/ENSG00000110492/ENSG00000114315/ENSG00000107104/ENSG00000172260",21
"GO:0044458","GO:0044458","motile cilium assembly","7/362","64/20772",0.000121917282972014,0.00849050361225853,0.00753054121237263,"ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000152582/ENSG00000197748/ENSG00000154099/ENSG00000188596",7
"GO:0048562","GO:0048562","embryonic organ morphogenesis","16/362","313/20772",0.000132331599168585,0.00904510986168974,0.0080224419768869,"ENSG00000163251/ENSG00000115380/ENSG00000111087/ENSG00000104313/ENSG00000178919/ENSG00000164690/ENSG00000124813/ENSG00000133216/ENSG00000065320/ENSG00000169242/ENSG00000070193/ENSG00000162998/ENSG00000154099/ENSG00000114315/ENSG00000134853/ENSG00000138083",16
"GO:0030317","GO:0030317","flagellated sperm motility","10/362","137/20772",0.000147537577929086,0.00972430714529028,0.00862484713081685,"ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000188316/ENSG00000152582/ENSG00000151023/ENSG00000197748/ENSG00000088727/ENSG00000188596/ENSG00000179397",10
"GO:0097722","GO:0097722","sperm motility","10/362","137/20772",0.000147537577929086,0.00972430714529028,0.00862484713081685,"ENSG00000105792/ENSG00000181378/ENSG00000206530/ENSG00000188316/ENSG00000152582/ENSG00000151023/ENSG00000197748/ENSG00000088727/ENSG00000188596/ENSG00000179397",10
"GO:0048736","GO:0048736","appendage development","12/362","193/20772",0.000153111212741584,0.00974368079705492,0.00864203033804583,"ENSG00000205084/ENSG00000150893/ENSG00000103449/ENSG00000068885/ENSG00000164690/ENSG00000124813/ENSG00000091409/ENSG00000162878/ENSG00000164093/ENSG00000185920/ENSG00000070193/ENSG00000124766",12
"GO:0060173","GO:0060173","limb development","12/362","193/20772",0.000153111212741584,0.00974368079705492,0.00864203033804583,"ENSG00000205084/ENSG00000150893/ENSG00000103449/ENSG00000068885/ENSG00000164690/ENSG00000124813/ENSG00000091409/ENSG00000162878/ENSG00000164093/ENSG00000185920/ENSG00000070193/ENSG00000124766",12
"GO:0048864","GO:0048864","stem cell development","8/362","90/20772",0.000176119100428909,0.0109163141472526,0.00968208216228821,"ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000163376/ENSG00000164093/ENSG00000114315",8
"GO:0001655","GO:0001655","urogenital system development","7/362","68/20772",0.000179266932207845,0.0109163141472526,0.00968208216228821,"ENSG00000129514/ENSG00000132386/ENSG00000111087/ENSG00000164690/ENSG00000133216/ENSG00000185920/ENSG00000070193",7
"GO:0035720","GO:0035720","intraciliary anterograde transport","4/362","17/20772",0.000180410502027203,0.0109163141472526,0.00968208216228821,"ENSG00000068885/ENSG00000196659/ENSG00000204104/ENSG00000032742",4
"GO:0030850","GO:0030850","prostate gland development","6/362","49/20772",0.000199724954273783,0.0118900775197506,0.0105457488589383,"ENSG00000129514/ENSG00000132386/ENSG00000111087/ENSG00000164690/ENSG00000185920/ENSG00000070193",6
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","10/362","143/20772",0.000209618004217815,0.0122809532312374,0.0108924309626968,"ENSG00000065717/ENSG00000104953/ENSG00000148737/ENSG00000111087/ENSG00000164690/ENSG00000104964/ENSG00000146678/ENSG00000162998/ENSG00000110492/ENSG00000101311",10
"GO:0050771","GO:0050771","negative regulation of axonogenesis","7/362","71/20772",0.000235194132771435,0.0135640866259276,0.0120304893572231,"ENSG00000092421/ENSG00000170381/ENSG00000185033/ENSG00000133216/ENSG00000065320/ENSG00000177169/ENSG00000115310",7
"GO:0007411","GO:0007411","axon guidance","13/362","236/20772",0.000272378044347691,0.0152325357831413,0.0135102985314405,"ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000133216/ENSG00000065320/ENSG00000169242/ENSG00000185920/ENSG00000141736/ENSG00000136352/ENSG00000101856/ENSG00000127152",13
"GO:0097485","GO:0097485","neuron projection guidance","13/362","236/20772",0.000272378044347691,0.0152325357831413,0.0135102985314405,"ENSG00000092421/ENSG00000170381/ENSG00000164690/ENSG00000185033/ENSG00000124205/ENSG00000133216/ENSG00000065320/ENSG00000169242/ENSG00000185920/ENSG00000141736/ENSG00000136352/ENSG00000101856/ENSG00000127152",13
"GO:0021537","GO:0021537","telencephalon development","15/362","302/20772",0.000290240688176571,0.0158655121981962,0.0140717086900969,"ENSG00000103449/ENSG00000114861/ENSG00000164690/ENSG00000188906/ENSG00000122641/ENSG00000182704/ENSG00000133216/ENSG00000115310/ENSG00000136352/ENSG00000183023/ENSG00000110492/ENSG00000204852/ENSG00000114315/ENSG00000127152/ENSG00000138083",15
"GO:0061041","GO:0061041","regulation of wound healing","10/362","149/20772",0.000292293370218733,0.0158655121981962,0.0140717086900969,"ENSG00000125798/ENSG00000164007/ENSG00000133216/ENSG00000149131/ENSG00000101311/ENSG00000001561/ENSG00000185532/ENSG00000124193/ENSG00000107104/ENSG00000134853",10
"GO:0035567","GO:0035567","non-canonical Wnt signaling pathway","7/362","75/20772",0.000330775886637802,0.0176941130084076,0.0156935622798408,"ENSG00000163251/ENSG00000068885/ENSG00000177283/ENSG00000173218/ENSG00000075275/ENSG00000162998/ENSG00000164953",7
"GO:0048565","GO:0048565","digestive tract development","10/362","152/20772",0.00034290573954813,0.0178002854507486,0.0157877305399559,"ENSG00000163251/ENSG00000103449/ENSG00000111087/ENSG00000178919/ENSG00000164690/ENSG00000162878/ENSG00000070193/ENSG00000154099/ENSG00000114315/ENSG00000134853",10
"GO:0048732","GO:0048732","gland development","20/362","483/20772",0.00034329977547412,0.0178002854507486,0.0157877305399559,"ENSG00000129514/ENSG00000132386/ENSG00000103449/ENSG00000111087/ENSG00000178919/ENSG00000164690/ENSG00000065320/ENSG00000164093/ENSG00000129173/ENSG00000185920/ENSG00000070193/ENSG00000115310/ENSG00000162998/ENSG00000136352/ENSG00000110492/ENSG00000154099/ENSG00000114315/ENSG00000127152/ENSG00000134853/ENSG00000138083",20
"GO:0072001","GO:0072001","renal system development","16/362","341/20772",0.000347228543065268,0.0178002854507486,0.0157877305399559,"ENSG00000132386/ENSG00000150893/ENSG00000103449/ENSG00000104313/ENSG00000170962/ENSG00000164690/ENSG00000188906/ENSG00000162599/ENSG00000185920/ENSG00000070193/ENSG00000204104/ENSG00000032742/ENSG00000197410/ENSG00000124766/ENSG00000114315/ENSG00000134853",16
"GO:1903034","GO:1903034","regulation of response to wounding","11/362","183/20772",0.000382144380468941,0.0191462457435639,0.0169815124306588,"ENSG00000125798/ENSG00000164007/ENSG00000133216/ENSG00000149131/ENSG00000110492/ENSG00000101311/ENSG00000001561/ENSG00000185532/ENSG00000124193/ENSG00000107104/ENSG00000134853",11
"GO:0045926","GO:0045926","negative regulation of growth","14/362","277/20772",0.000385499109822444,0.0191462457435639,0.0169815124306588,"ENSG00000092421/ENSG00000170381/ENSG00000116741/ENSG00000114861/ENSG00000185033/ENSG00000134533/ENSG00000122641/ENSG00000065320/ENSG00000177169/ENSG00000185920/ENSG00000115310/ENSG00000162998/ENSG00000019485/ENSG00000117152",14
