#node	identifier	node_degree
BNIP3L	9606.ENSP00000370003	19
BOP1	9606.ENSP00000455106	55
BORCS7	9606.ENSP00000342331	2
BRD8	9606.ENSP00000254900	10
BRIX1	9606.ENSP00000338862	53
BSPRY	9606.ENSP00000363298	1
BST2	9606.ENSP00000252593	17
BTG1	9606.ENSP00000256015	0
BTG2	9606.ENSP00000290551	11
BUB1	9606.ENSP00000302530	47
BUB3	9606.ENSP00000357858	34
C11orf96	9606.ENSP00000479976	1
C12orf57	9606.ENSP00000229281	5
C13orf42	9606.ENSP00000490517	1
C16orf46	9606.ENSP00000299578	1
C16orf54	9606.ENSP00000327506	1
C17orf113	9606.ENSP00000490245	0
C19orf57	9606.ENSP00000254336	0
C1QTNF6	9606.ENSP00000338812	2
C1RL	9606.ENSP00000266542	3
C1orf21	9606.ENSP00000235307	1
C21orf58	9606.ENSP00000291691	0
C2orf69	9606.ENSP00000312770	1
C3	9606.ENSP00000245907	22
C3orf62	9606.ENSP00000341139	1
C5orf24	9606.ENSP00000378427	0
C6orf118	9606.ENSP00000230301	0
C6orf132	9606.ENSP00000341368	0
C7orf25	9606.ENSP00000413029	1
C8orf58	9606.ENSP00000289989	1
C9orf40	9606.ENSP00000366050	0
C9orf72	9606.ENSP00000482753	15
CA11	9606.ENSP00000084798	3
CAB39L	9606.ENSP00000479669	3
CACNA1A	9606.ENSP00000489829	18
CACNG8	9606.ENSP00000270458	13
CACUL1	9606.ENSP00000358147	3
CAD	9606.ENSP00000264705	17
CADM4	9606.ENSP00000222374	6
CADPS2	9606.ENSP00000398481	1
CAMK2B	9606.ENSP00000379098	29
CAMKK2	9606.ENSP00000312741	8
CAPN11	9606.ENSP00000381758	0
CASP10	9606.ENSP00000286186	4
CASZ1	9606.ENSP00000366221	2
CATSPERG	9606.ENSP00000386962	3
CBX8	9606.ENSP00000269385	20
CCAR1	9606.ENSP00000265872	9
CCDC102B	9606.ENSP00000353377	3
CCDC136	9606.ENSP00000297788	3
CCDC142	9606.ENSP00000290418	1
CCDC152	9606.ENSP00000354888	0
CCDC160	9606.ENSP00000427951	7
CCDC190	9606.ENSP00000356886	2
CCDC6	9606.ENSP00000263102	15
CCDC84	9606.ENSP00000334767	1
CCN1	9606.ENSP00000398736	21
CCNG2	9606.ENSP00000315743	15
CCNYL1	9606.ENSP00000295414	2
CD151	9606.ENSP00000324101	19
CD164	9606.ENSP00000309376	4
CD177	9606.ENSP00000479536	4
CD24	9606.ENSP00000481841	28
CD276	9606.ENSP00000320084	15
CD2AP	9606.ENSP00000352264	29
CD81	9606.ENSP00000263645	33
CD99L2	9606.ENSP00000480322	9
CDA	9606.ENSP00000364212	16
CDC25C	9606.ENSP00000321656	42
CDC42SE2	9606.ENSP00000427421	1
CDCA7	9606.ENSP00000306968	23
CDCA7L	9606.ENSP00000383986	8
CDH10	9606.ENSP00000264463	12
CDH11	9606.ENSP00000268603	17
CDH15	9606.ENSP00000289746	13
CDH6	9606.ENSP00000265071	8
CDK14	9606.ENSP00000369390	7
CDR2	9606.ENSP00000268383	4
CDT1	9606.ENSP00000301019	45
CDV3	9606.ENSP00000264993	2
CEBPB	9606.ENSP00000305422	42
CEBPG	9606.ENSP00000466022	8
CEBPZ	9606.ENSP00000234170	36
CELSR1	9606.ENSP00000262738	8
CELSR2	9606.ENSP00000271332	14
CENPA	9606.ENSP00000336868	46
CEP112	9606.ENSP00000376522	0
CEP152	9606.ENSP00000370337	9
CEP162	9606.ENSP00000385215	3
CEP41	9606.ENSP00000223208	9
CEP57	9606.ENSP00000317902	4
CEP85	9606.ENSP00000252992	3
CERK	9606.ENSP00000216264	8
CFAP298	9606.ENSP00000290155	8
CFAP300	9606.ENSP00000414390	5
CFAP61	9606.ENSP00000245957	4
CFAP69	9606.ENSP00000373948	3
CFAP77	9606.ENSP00000343290	3
CFL2	9606.ENSP00000298159	43
CH25H	9606.ENSP00000360918	13
CHEK2	9606.ENSP00000372023	51
CHML	9606.ENSP00000355511	27
CHMP3	9606.ENSP00000263856	17
CHODL	9606.ENSP00000299295	2
CHRNA3	9606.ENSP00000315602	3
CHST3	9606.ENSP00000362207	6
CHST4	9606.ENSP00000341206	4
CIPC	9606.ENSP00000355319	1
CKAP4	9606.ENSP00000367265	13
CKMT1B	9606.ENSP00000300283	6
CKMT2	9606.ENSP00000404203	6
CKS1B	9606.ENSP00000311083	28
CKS2	9606.ENSP00000364976	27
CLCF1	9606.ENSP00000309338	2
CLCN6	9606.ENSP00000234488	11
CLDN10	9606.ENSP00000299339	5
CLDN19	9606.ENSP00000296387	5
CLDN7	9606.ENSP00000353475	26
CLIP4	9606.ENSP00000327009	2
CLK4	9606.ENSP00000316948	4
CLMP	9606.ENSP00000405577	1
CLOCK	9606.ENSP00000426983	14
CLSTN2	9606.ENSP00000402460	2
CMC2	9606.ENSP00000219400	8
CMIP	9606.ENSP00000446100	7
CMTM3	9606.ENSP00000400482	1
CNN3	9606.ENSP00000359225	1
CNOT6	9606.ENSP00000481893	7
CNTFR	9606.ENSP00000368265	7
CNTLN	9606.ENSP00000370021	15
CNTN1	9606.ENSP00000447006	18
COA7	9606.ENSP00000360593	4
COBL	9606.ENSP00000378912	4
COL12A1	9606.ENSP00000325146	21
COL16A1	9606.ENSP00000362776	15
COL17A1	9606.ENSP00000497653	18
COL23A1	9606.ENSP00000375069	11
COL26A1	9606.ENSP00000318234	12
COL2A1	9606.ENSP00000369889	30
COL5A2	9606.ENSP00000364000	31
COL8A1	9606.ENSP00000261037	18
COL8A2	9606.ENSP00000380901	17
COLEC12	9606.ENSP00000383115	3
COLGALT1	9606.ENSP00000252599	11
COQ10B	9606.ENSP00000263960	1
COQ4	9606.ENSP00000300452	5
CORO1C	9606.ENSP00000394496	8
COX17	9606.ENSP00000261070	13
COX20	9606.ENSP00000355486	6
COX5B	9606.ENSP00000258424	30
COX7C	9606.ENSP00000425759	34
CPD	9606.ENSP00000225719	11
CPE	9606.ENSP00000386104	7
CPEB3	9606.ENSP00000265997	5
CPEB4	9606.ENSP00000265085	7
CR2	9606.ENSP00000356024	11
CRB2	9606.ENSP00000362734	5
CREB5	9606.ENSP00000350359	9
CREG1	9606.ENSP00000359540	0
CREM	9606.ENSP00000265372	6
CRIM1	9606.ENSP00000280527	5
CRISPLD1	9606.ENSP00000262207	1
CRTAP	9606.ENSP00000323696	14
CRTC3	9606.ENSP00000268184	2
CRY1	9606.ENSP00000008527	11
CRYBG2	9606.ENSP00000428746	1
CSAD	9606.ENSP00000267085	2
CSAG1	9606.ENSP00000359310	0
CSMD2	9606.ENSP00000362479	1
CSRP2	9606.ENSP00000310901	5
CST3	9606.ENSP00000381448	15
CTBP1	9606.ENSP00000290921	40
CTCFL	9606.ENSP00000415579	5
CTDSP1	9606.ENSP00000273062	4
CTDSP2	9606.ENSP00000381148	5
CTDSPL	9606.ENSP00000273179	7
CTNND2	9606.ENSP00000307134	17
CTRC	9606.ENSP00000365116	1
CTSC	9606.ENSP00000227266	13
CTSF	9606.ENSP00000310832	4
CTSV	9606.ENSP00000259470	5
CTXN1	9606.ENSP00000313226	1
CUEDC1	9606.ENSP00000462717	1
CUL4B	9606.ENSP00000384109	22
CWC22	9606.ENSP00000387006	13
CX3CL1	9606.ENSP00000006053	8
CYB561D1	9606.ENSP00000358884	1
CYB5A	9606.ENSP00000341625	11
CYP2W1	9606.ENSP00000310149	3
CYTH2	9606.ENSP00000493357	8
CYYR1	9606.ENSP00000299340	2
DAAM1	9606.ENSP00000378557	19
DAP	9606.ENSP00000394163	1
DAPK3	9606.ENSP00000442973	6
DAZL	9606.ENSP00000250863	14
DBF4	9606.ENSP00000265728	19
DBP	9606.ENSP00000222122	6
DCAF7	9606.ENSP00000483236	20
DCC	9606.ENSP00000389140	10
DCK	9606.ENSP00000286648	15
DCLK2	9606.ENSP00000303887	0
DCT	9606.ENSP00000392762	3
DCTN5	9606.ENSP00000300087	12
DCUN1D4	9606.ENSP00000389900	14
DCX	9606.ENSP00000490614	25
DDAH1	9606.ENSP00000284031	2
DDAH2	9606.ENSP00000364949	5
DDB2	9606.ENSP00000256996	20
DDHD2	9606.ENSP00000380352	5
DDIT3	9606.ENSP00000448665	54
DDIT4	9606.ENSP00000307305	14
DDX10	9606.ENSP00000314348	32
DDX21	9606.ENSP00000346120	54
DDX46	9606.ENSP00000416534	16
DDX60	9606.ENSP00000377344	29
DECR1	9606.ENSP00000220764	10
DENND1A	9606.ENSP00000362727	12
DENND2A	9606.ENSP00000419654	4
DENND5B	9606.ENSP00000444889	3
DENND6B	9606.ENSP00000391524	6
DGKA	9606.ENSP00000377703	10
DHCR7	9606.ENSP00000347717	16
DHRS3	9606.ENSP00000480439	4
DHTKD1	9606.ENSP00000263035	11
DHX40	9606.ENSP00000251241	10
DIAPH1	9606.ENSP00000373706	25
DICER1	9606.ENSP00000437256	62
DIP2B	9606.ENSP00000301180	6
DIXDC1	9606.ENSP00000394352	2
DKK1	9606.ENSP00000363081	28
DKK3	9606.ENSP00000433112	9
DLC1	9606.ENSP00000276297	7
DLG1	9606.ENSP00000345731	34
DLGAP3	9606.ENSP00000362444	14
DLL3	9606.ENSP00000205143	9
DMD	9606.ENSP00000354923	32
DMKN	9606.ENSP00000342012	0
DNAAF2	9606.ENSP00000298292	12
DNAH11	9606.ENSP00000475939	8
DNAJC6	9606.ENSP00000360108	16
DNALI1	9606.ENSP00000296218	14
DNM1L	9606.ENSP00000449089	20
DNMT3B	9606.ENSP00000328547	38
DOCK1	9606.ENSP00000485033	25
DOCK10	9606.ENSP00000493664	2
DPCD	9606.ENSP00000359170	1
DPF2	9606.ENSP00000252268	4
DPPA4	9606.ENSP00000335306	15
DPYSL2	9606.ENSP00000427985	20
DPYSL3	9606.ENSP00000343690	14
DPYSL5	9606.ENSP00000288699	11
DRAP1	9606.ENSP00000307850	3
DRAXIN	9606.ENSP00000294485	5
DSCC1	9606.ENSP00000322180	30
DSE	9606.ENSP00000494147	5
DSG2	9606.ENSP00000261590	25
DTNA	9606.ENSP00000470152	10
DTX4	9606.ENSP00000227451	5
DUSP10	9606.ENSP00000355866	6
DUSP16	9606.ENSP00000298573	3
DUSP19	9606.ENSP00000346160	2
DUSP23	9606.ENSP00000357087	3
DUSP3	9606.ENSP00000226004	6
DUSP6	9606.ENSP00000279488	15
DUT	9606.ENSP00000370376	18
DVL3	9606.ENSP00000316054	30
DYNC2H1	9606.ENSP00000497174	9
DYNC2LI1	9606.ENSP00000474032	12
DYRK2	9606.ENSP00000342105	9
DYRK3	9606.ENSP00000356076	2
DZIP1L	9606.ENSP00000332148	1
E2F8	9606.ENSP00000250024	24
EARS2	9606.ENSP00000456218	56
EBAG9	9606.ENSP00000337675	1
ECD	9606.ENSP00000401566	2
ECHDC1	9606.ENSP00000436585	16
ECT2	9606.ENSP00000376457	46
EDA	9606.ENSP00000363680	1
EEF2	9606.ENSP00000307940	97
EFCAB2	9606.ENSP00000355480	5
EFEMP2	9606.ENSP00000309953	14
EFHC1	9606.ENSP00000360107	13
EFHD1	9606.ENSP00000264059	0
EFNA1	9606.ENSP00000357392	12
EFNB3	9606.ENSP00000226091	19
EGFR	9606.ENSP00000275493	192
EHD4	9606.ENSP00000220325	2
EIF1	9606.ENSP00000419449	38
EIF2S3	9606.ENSP00000253039	57
EIF3A	9606.ENSP00000358140	54
EIF3B	9606.ENSP00000354125	53
EIF3E	9606.ENSP00000220849	44
EIF3K	9606.ENSP00000248342	35
EIF5	9606.ENSP00000216554	29
ELAC1	9606.ENSP00000269466	3
ELAVL3	9606.ENSP00000352162	12
ELAVL4	9606.ENSP00000349594	12
ELF2	9606.ENSP00000368868	1
ELF4	9606.ENSP00000311280	2
ELK4	9606.ENSP00000350681	1
ELP4	9606.ENSP00000379267	8
EMB	9606.ENSP00000302289	4
EMD	9606.ENSP00000358857	16
EML1	9606.ENSP00000334314	4
EMP2	9606.ENSP00000352540	1
ENC1	9606.ENSP00000499185	9
ENO1	9606.ENSP00000495530	76
ENO2	9606.ENSP00000437402	55
ENOSF1	9606.ENSP00000497230	3
ENPEP	9606.ENSP00000265162	8
ENPP1	9606.ENSP00000498074	18
ENPP3	9606.ENSP00000406261	17
ENTPD2	9606.ENSP00000347213	11
EPB41L2	9606.ENSP00000357110	9
EPHA1	9606.ENSP00000275815	28
EPHB6	9606.ENSP00000481994	12
EPOR	9606.ENSP00000222139	6
EPS8	9606.ENSP00000494689	12
ERAP1	9606.ENSP00000296754	7
ERBB2	9606.ENSP00000269571	102
ERBB3	9606.ENSP00000267101	42
ERCC6L2	9606.ENSP00000499371	2
ERGIC1	9606.ENSP00000377374	1
ERICH1	9606.ENSP00000262109	0
ERO1B	9606.ENSP00000346635	6
ESF1	9606.ENSP00000202816	25
ESRP1	9606.ENSP00000405738	29
ESRP2	9606.ENSP00000418748	8
ESYT2	9606.ENSP00000499020	6
EXOC2	9606.ENSP00000230449	16
EXOC5	9606.ENSP00000484855	12
EXOSC5	9606.ENSP00000221233	23
EXT1	9606.ENSP00000367446	11
EXTL2	9606.ENSP00000359131	8
EXTL3	9606.ENSP00000220562	9
F11R	9606.ENSP00000357005	29
FADS2	9606.ENSP00000278840	9
FAM13A	9606.ENSP00000264344	10
FAM13C	9606.ENSP00000481854	3
FAM161A	9606.ENSP00000385158	3
FAM184B	9606.ENSP00000265018	1
FAM204A	9606.ENSP00000358183	5
FAM217B	9606.ENSP00000351040	2
FAM221A	9606.ENSP00000342576	1
FAM222B	9606.ENSP00000462419	2
FAM3C	9606.ENSP00000353025	2
FAM83E	9606.ENSP00000263266	3
FAM83F	9606.ENSP00000330432	0
FAM89B	9606.ENSP00000431459	7
FANCE	9606.ENSP00000229769	69
FANCF	9606.ENSP00000330875	11
FANCI	9606.ENSP00000310842	41
FARP1	9606.ENSP00000486285	7
FASTKD1	9606.ENSP00000400513	1
FAT3	9606.ENSP00000432586	4
FBL	9606.ENSP00000221801	76
FBLN7	9606.ENSP00000331411	2
FBN2	9606.ENSP00000424571	12
FBRS	9606.ENSP00000348489	13
FBRSL1	9606.ENSP00000396160	3
FBXL16	9606.ENSP00000380746	4
FBXO2	9606.ENSP00000346240	7
FBXO22	9606.ENSP00000307833	3
FBXO24	9606.ENSP00000416558	1
FBXW7	9606.ENSP00000474725	57
FCGRT	9606.ENSP00000410798	9
FCRLB	9606.ENSP00000356925	1
FDFT1	9606.ENSP00000491537	25
FDX1	9606.ENSP00000260270	25
FDXR	9606.ENSP00000416515	20
FER	9606.ENSP00000281092	4
FERMT2	9606.ENSP00000342858	16
FEZF1	9606.ENSP00000411145	3
FEZF2	9606.ENSP00000283268	2
FGD4	9606.ENSP00000433666	3
FGF19	9606.ENSP00000294312	17
FGF5	9606.ENSP00000311697	45
FGFR1OP	9606.ENSP00000355812	9
FGFR3	9606.ENSP00000339824	40
FGFRL1	9606.ENSP00000381498	4
FHDC1	9606.ENSP00000427567	2
FIBCD1	9606.ENSP00000361413	0
FKBP1A	9606.ENSP00000383003	38
FKBP1B	9606.ENSP00000370373	20
FKBP4	9606.ENSP00000001008	12
FKBP7	9606.ENSP00000413152	2
FKBP9	9606.ENSP00000439250	3
FLCN	9606.ENSP00000285071	11
FLNB	9606.ENSP00000420213	40
FLT1	9606.ENSP00000282397	31
FLVCR1	9606.ENSP00000355938	3
FNDC5	9606.ENSP00000362570	3
FOLR1	9606.ENSP00000377284	11
FOXA3	9606.ENSP00000304004	2
FOXB1	9606.ENSP00000379369	1
FOXJ3	9606.ENSP00000361653	3
FOXO1	9606.ENSP00000368880	59
FRMD3	9606.ENSP00000303508	5
FRS2	9606.ENSP00000447241	28
FRY	9606.ENSP00000445043	0
FSHR	9606.ENSP00000384708	11
FUCA1	9606.ENSP00000363603	9
FUT1	9606.ENSP00000312021	6
FUT4	9606.ENSP00000351602	25
FUT8	9606.ENSP00000353910	9
FYTTD1	9606.ENSP00000241502	5
FZD3	9606.ENSP00000240093	21
G2E3	9606.ENSP00000206595	15
G6PD	9606.ENSP00000377192	37
GABARAPL2	9606.ENSP00000037243	34
GABRG2	9606.ENSP00000410732	14
GAL	9606.ENSP00000265643	10
GALNS	9606.ENSP00000268695	7
GALNT16	9606.ENSP00000336729	0
GALNT18	9606.ENSP00000227756	2
GALNT7	9606.ENSP00000265000	0
GAN	9606.ENSP00000497351	10
GAPDH	9606.ENSP00000380070	216
GAREM1	9606.ENSP00000269209	7
GAS2L1	9606.ENSP00000481012	5
GAS2L3	9606.ENSP00000448955	16
GAS8	9606.ENSP00000268699	10
GATA3	9606.ENSP00000368632	48
GATA5	9606.ENSP00000252997	4
GATB	9606.ENSP00000263985	18
GCKR	9606.ENSP00000264717	8
GCLC	9606.ENSP00000497574	19
GDI1	9606.ENSP00000394071	30
GDI2	9606.ENSP00000369538	30
GFOD1	9606.ENSP00000368589	2
GFRA2	9606.ENSP00000428518	9
GGPS1	9606.ENSP00000282841	9
GIGYF1	9606.ENSP00000275732	6
GJC3	9606.ENSP00000325775	0
GLB1L3	9606.ENSP00000396615	0
GLT1D1	9606.ENSP00000281703	0
GLUD1	9606.ENSP00000277865	35
GLYATL1	9606.ENSP00000300079	9
GM2A	9606.ENSP00000349687	5
GNA12	9606.ENSP00000275364	23
GNA14	9606.ENSP00000365807	13
GNB4	9606.ENSP00000232564	35
GNB5	9606.ENSP00000261837	35
GNE	9606.ENSP00000379839	14
GNPNAT1	9606.ENSP00000216410	4
GNPTG	9606.ENSP00000204679	5
GOLGA2	9606.ENSP00000416097	25
GOLGB1	9606.ENSP00000377275	14
GOPC	9606.ENSP00000357484	9
GORASP2	9606.ENSP00000234160	14
GP1BB	9606.ENSP00000383382	6
GPC4	9606.ENSP00000359864	11
GPER1	9606.ENSP00000380281	17
GPM6A	9606.ENSP00000280187	7
GPR160	9606.ENSP00000348161	1
GPR161	9606.ENSP00000441039	8
GPR162	9606.ENSP00000311528	0
GPRASP1	9606.ENSP00000498934	2
GPRC5B	9606.ENSP00000300571	4
GPSM1	9606.ENSP00000392828	22
GPX4	9606.ENSP00000346103	20
GPX8	9606.ENSP00000423822	22
GRAMD1A	9606.ENSP00000441032	3
GRB14	9606.ENSP00000263915	10
GREB1L	9606.ENSP00000464162	3
GRIK4	9606.ENSP00000435648	13
GRK5	9606.ENSP00000376609	14
GRM2	9606.ENSP00000378492	11
GRM4	9606.ENSP00000440556	10
GRM6	9606.ENSP00000497110	7
GRTP1	9606.ENSP00000364579	0
GSC	9606.ENSP00000238558	2
GSDME	9606.ENSP00000339587	2
GSK3B	9606.ENSP00000324806	101
GSN	9606.ENSP00000362924	27
GXYLT1	9606.ENSP00000381666	4
GXYLT2	9606.ENSP00000374268	3
HADHB	9606.ENSP00000325136	31
HAS3	9606.ENSP00000304440	10
HDAC5	9606.ENSP00000225983	27
HDAC6	9606.ENSP00000365804	42
HECA	9606.ENSP00000356630	1
HECTD1	9606.ENSP00000382269	4
HELQ	9606.ENSP00000295488	6
HEPH	9606.ENSP00000430620	1
HERC5	9606.ENSP00000264350	17
HERPUD1	9606.ENSP00000409555	8
HGFAC	9606.ENSP00000421801	7
HGSNAT	9606.ENSP00000368965	5
HHAT	9606.ENSP00000438468	3
HIBADH	9606.ENSP00000265395	15
HIPK2	9606.ENSP00000385571	16
HJURP	9606.ENSP00000414109	28
HMGA1	9606.ENSP00000399888	11
HMGXB4	9606.ENSP00000216106	4
HMMR	9606.ENSP00000377492	40
HMX2	9606.ENSP00000341108	2
HNRNPH3	9606.ENSP00000265866	5
HOMER1	9606.ENSP00000334382	17
HOMER2	9606.ENSP00000305632	11
HP1BP3	9606.ENSP00000403039	4
HPN	9606.ENSP00000262626	5
HPS1	9606.ENSP00000326649	4
HS2ST1	9606.ENSP00000359581	9
HS6ST1	9606.ENSP00000259241	12
HSD11B2	9606.ENSP00000316786	10
HSD17B7	9606.ENSP00000254521	10
HSDL1	9606.ENSP00000219439	6
HSF2	9606.ENSP00000357440	3
HSPB1	9606.ENSP00000248553	28
HTATIP2	9606.ENSP00000392985	9
HTR1B	9606.ENSP00000358963	8
HTR3A	9606.ENSP00000347754	10
HTR7	9606.ENSP00000337949	5
ICA1L	9606.ENSP00000478645	3
ICAM5	9606.ENSP00000221980	1
IDH1	9606.ENSP00000390265	57
IDH2	9606.ENSP00000331897	50
IDI1	9606.ENSP00000370748	11
IER2	9606.ENSP00000465617	4
IER5	9606.ENSP00000356549	4
IFI27	9606.ENSP00000483430	11
IFIT2	9606.ENSP00000490935	17
IFITM2	9606.ENSP00000484689	7
IFITM3	9606.ENSP00000382707	15
IFT80	9606.ENSP00000312778	12
IFT88	9606.ENSP00000323580	34
IGDCC3	9606.ENSP00000332773	4
IGF1R	9606.ENSP00000497069	65
IGFBP4	9606.ENSP00000269593	4
IGFBP7	9606.ENSP00000295666	11
IGLON5	9606.ENSP00000270642	5
IGSF9B	9606.ENSP00000436552	3
IKZF4	9606.ENSP00000448419	5
IL17D	9606.ENSP00000302924	6
IL17RB	9606.ENSP00000288167	3
IL17RD	9606.ENSP00000296318	10
IL37	9606.ENSP00000263326	4
IL6ST	9606.ENSP00000370698	9
