gene1,gene2,STRING_score,double,gene_sc,gene_mouse,gene_pattern,gene_SHH_link,gene_SHH_corr,combined_score_SHH
CWC22,UPF3A,0.537,keep,expressed,NA,FALSE,FALSE,-0.0183583840952995,0
CXCL14,SHH,0.454,keep,expressed,NA,FALSE,TRUE,-0.0420509484567217,0.454
CXCL14,CXCR4,0.984,keep,expressed,NA,FALSE,FALSE,-0.0420509484567217,0
CXCR4,GLI1,0.409,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,GNG11,0.945,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,LGALS3,0.416,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,JAG1,0.498,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,NOTCH2,0.42,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,FGF2,0.795,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,EGF,0.825,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,KIT,0.833,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,SHH,0.506,keep,expressed,NA,FALSE,TRUE,0.106669358550061,0.506
CXCR4,S1PR1,0.719,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,SOX2,0.645,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,SOX1,0.417,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,RGS16,0.409,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,NES,0.593,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,RUNX2,0.491,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,LPAR1,0.414,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,PODXL,0.433,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,FOXO1,0.447,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,PGF,0.434,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,HERPUD1,0.45,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,FOXA2,0.564,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,TGFBR1,0.581,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,NCAM1,0.602,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CXCR4,IGF1R,0.697,keep,expressed,NA,FALSE,FALSE,0.106669358550061,0
CYYR1,SHISAL1,0.502,keep,expressed,NA,FALSE,FALSE,0.139862974726801,0
DBF4,PTTG1,0.425,keep,expressed,NA,FALSE,FALSE,-0.0494955570553069,0
DBF4,FOXO1,0.513,keep,expressed,NA,FALSE,FALSE,-0.0494955570553069,0
DBF4,PLK2,0.541,keep,expressed,NA,FALSE,FALSE,-0.0494955570553069,0
DBF4,FOXG1,0.717,keep,expressed,NA,FALSE,FALSE,-0.0494955570553069,0
DBP,TLE2,0.6,keep,expressed,NA,FALSE,FALSE,-0.0116941819921393,0
DCAF7,SOWAHC,0.473,keep,expressed,NA,FALSE,FALSE,0.0149811997192877,0
DCAF7,PAX6,0.993,keep,expressed,NA,FALSE,FALSE,0.0149811997192877,0
DCT,KIT,0.478,keep,expressed,NA,FALSE,FALSE,-0.0190023116002121,0
DCX,FGF2,0.611,keep,expressed,NA,TRUE,FALSE,0.327478501750503,0
DCX,EGF,0.577,keep,expressed,NA,TRUE,FALSE,0.327478501750503,0
DCX,NTRK2,0.532,keep,expressed,NA,TRUE,FALSE,0.327478501750503,0
DCX,SHH,0.453,keep,expressed,NA,TRUE,TRUE,0.327478501750503,0.453
DCX,SOX2,0.686,keep,expressed,NA,TRUE,FALSE,0.327478501750503,0
DCX,SOX1,0.469,keep,expressed,NA,TRUE,FALSE,0.327478501750503,0
DCX,FOXG1,0.411,keep,expressed,NA,TRUE,FALSE,0.327478501750503,0
DCX,NES,0.876,keep,expressed,NA,TRUE,FALSE,0.327478501750503,0
DCX,NCAM1,0.675,keep,expressed,NA,TRUE,FALSE,0.327478501750503,0
DCX,PAX6,0.661,keep,expressed,NA,TRUE,FALSE,0.327478501750503,0
DDIT4,KLF9,0.409,keep,expressed,NA,FALSE,FALSE,-0.0185072553169193,0
DDIT4,FOXO3,0.416,keep,expressed,NA,FALSE,FALSE,-0.0185072553169193,0
DDIT4,FOXO1,0.423,keep,expressed,NA,FALSE,FALSE,-0.0185072553169193,0
DDIT4,GADD45A,0.428,keep,expressed,NA,FALSE,FALSE,-0.0185072553169193,0
DDIT4,RRAGD,0.653,keep,expressed,NA,FALSE,FALSE,-0.0185072553169193,0
DHCR7,SHH,0.551,keep,expressed,NA,FALSE,TRUE,-0.0111381586806822,0.551
DHCR7,SEC23A,0.432,keep,expressed,NA,FALSE,FALSE,-0.0111381586806822,0
DHCR7,INSIG1,0.709,keep,expressed,NA,FALSE,FALSE,-0.0111381586806822,0
DHCR7,GLI2,0.474,keep,expressed,NA,FALSE,FALSE,-0.0111381586806822,0
DHCR7,IDI1,0.864,keep,expressed,NA,FALSE,FALSE,-0.0111381586806822,0
DHCR7,FDFT1,0.938,keep,expressed,NA,FALSE,FALSE,-0.0111381586806822,0
DHRS2,DHRS3,0.408,keep,expressed,NA,FALSE,FALSE,-0.0425587249596994,0
DHRS2,PALM2AKAP2,0.478,keep,expressed,NA,FALSE,FALSE,-0.0425587249596994,0
DHRS2,SHB,0.766,keep,expressed,NA,FALSE,FALSE,-0.0425587249596994,0
DHRS2,TTC3,0.874,keep,expressed,NA,FALSE,FALSE,-0.0425587249596994,0
DIO3,TRH,0.83,keep,expressed,NA,FALSE,FALSE,-0.222255776696621,0
DIO3,RTL1,0.791,keep,expressed,NA,FALSE,FALSE,-0.222255776696621,0
DIXDC1,VCL,0.515,keep,expressed,NA,FALSE,FALSE,0.0343915285632971,0
DKK3,SFRP1,0.775,keep,expressed,NA,FALSE,FALSE,0.0312702652875736,0
DKK3,NKD1,0.469,keep,expressed,NA,FALSE,FALSE,0.0312702652875736,0
DKK3,FRZB,0.657,keep,expressed,NA,FALSE,FALSE,0.0312702652875736,0
DKK3,SHH,0.403,keep,expressed,NA,FALSE,TRUE,0.0312702652875736,0.403
DKK3,WNT5B,0.466,keep,expressed,NA,FALSE,FALSE,0.0312702652875736,0
DLEU7,RNASEH2B,0.46,keep,expressed,NA,FALSE,FALSE,0.133174787640572,0
DMD,VCL,0.94,keep,expressed,NA,FALSE,FALSE,-0.280251419695225,0
DMD,SSPN,0.998,keep,expressed,NA,FALSE,FALSE,-0.280251419695225,0
DMD,TMOD2,0.588,keep,expressed,NA,FALSE,FALSE,-0.280251419695225,0
DMD,LAMC1,0.687,keep,expressed,NA,FALSE,FALSE,-0.280251419695225,0
DMD,EGF,0.454,keep,expressed,NA,FALSE,FALSE,-0.280251419695225,0
DMD,TPM1,0.781,keep,expressed,NA,FALSE,FALSE,-0.280251419695225,0
DMD,TPM4,0.548,keep,expressed,NA,FALSE,FALSE,-0.280251419695225,0
DMD,DSP,0.609,keep,expressed,NA,FALSE,FALSE,-0.280251419695225,0
DMD,EMD,0.768,keep,expressed,NA,FALSE,FALSE,-0.280251419695225,0
DMD,SGCE,0.981,keep,expressed,NA,FALSE,FALSE,-0.280251419695225,0
DOCK1,VCL,0.724,keep,expressed,NA,FALSE,FALSE,0.0563408111709039,0
DOCK1,TIAM1,0.606,keep,expressed,NA,FALSE,FALSE,0.0563408111709039,0
DOCK1,MERTK,0.644,keep,expressed,NA,FALSE,FALSE,0.0563408111709039,0
DOCK1,RHOU,0.472,keep,expressed,NA,FALSE,FALSE,0.0563408111709039,0
DOCK1,PREX1,0.551,keep,expressed,NA,FALSE,FALSE,0.0563408111709039,0
DOCK1,SHB,0.522,keep,expressed,NA,FALSE,FALSE,0.0563408111709039,0
DOCK1,GLI2,0.41,keep,expressed,NA,FALSE,FALSE,0.0563408111709039,0
DPF2,SMARCC2,0.999,keep,expressed,NA,FALSE,FALSE,-0.0338918577764492,0
DPYSL2,NTRK2,0.568,keep,expressed,NA,FALSE,FALSE,0.0217666852287574,0
DPYSL2,SHANK1,0.511,keep,expressed,NA,FALSE,FALSE,0.0217666852287574,0
DPYSL2,RTN4,0.416,keep,expressed,NA,FALSE,FALSE,0.0217666852287574,0
DSP,VCL,0.655,keep,expressed,NA,FALSE,FALSE,-0.401604641500033,0
DSP,LGALS3,0.457,keep,expressed,NA,FALSE,FALSE,-0.401604641500033,0
DSP,GJA1,0.84,keep,expressed,NA,FALSE,FALSE,-0.401604641500033,0
DSP,KRT17,0.435,keep,expressed,NA,FALSE,FALSE,-0.401604641500033,0
DSP,SOX2,0.411,keep,expressed,NA,FALSE,FALSE,-0.401604641500033,0
DSP,MSN,0.583,keep,expressed,NA,FALSE,FALSE,-0.401604641500033,0
DSP,ECT2,0.402,keep,expressed,NA,FALSE,FALSE,-0.401604641500033,0
DSP,EPPK1,0.503,keep,expressed,NA,FALSE,FALSE,-0.401604641500033,0
DSP,PERP,0.844,keep,expressed,NA,FALSE,FALSE,-0.401604641500033,0
DUSP4,PHLDA1,0.536,keep,expressed,NA,FALSE,FALSE,-0.193486703624052,0
DYNLL2,ULK1,0.529,keep,expressed,NA,FALSE,FALSE,0.0216492890641546,0
DYNLL2,GOLGA2,0.543,keep,expressed,NA,FALSE,FALSE,0.0216492890641546,0
DYNLL2,UBC,0.537,keep,expressed,NA,FALSE,FALSE,0.0216492890641546,0
ECHDC2,HIBADH,0.415,keep,expressed,NA,FALSE,FALSE,0.0637242505088718,0
ECHDC2,VAT1L,0.566,keep,expressed,NA,FALSE,FALSE,0.0637242505088718,0
ECHDC2,HADHB,0.671,keep,expressed,NA,FALSE,FALSE,0.0637242505088718,0
ECHDC2,MRPS6,0.458,keep,expressed,NA,FALSE,FALSE,0.0637242505088718,0
ECT2,SEMA3F,0.407,keep,expressed,NA,FALSE,FALSE,-0.0363457574410669,0
ECT2,PLS1,0.418,keep,expressed,NA,FALSE,FALSE,-0.0363457574410669,0
ECT2,GAS2L3,0.451,keep,expressed,NA,FALSE,FALSE,-0.0363457574410669,0
ECT2,HJURP,0.588,keep,expressed,NA,FALSE,FALSE,-0.0363457574410669,0
ECT2,PTTG1,0.623,keep,expressed,NA,FALSE,FALSE,-0.0363457574410669,0
EFHD1,ERMN,0.488,keep,expressed,NA,FALSE,FALSE,0.0123568024028895,0
EFHD2,LGALS3,0.441,keep,expressed,NA,FALSE,FALSE,0.0116756552918411,0
EFHD2,MSN,0.457,keep,expressed,NA,FALSE,FALSE,0.0116756552918411,0
EGF,VCL,0.616,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,LGALS1,0.493,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,GLI1,0.614,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,LGALS3,0.773,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,JAG1,0.869,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,LAMC1,0.561,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,SMAD7,0.418,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,NID1,0.463,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,FGF2,0.969,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,TNC,0.599,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,LIN28A,0.412,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,MSN,0.423,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,FGF12,0.432,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,PTCH1,0.433,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,SOX1,0.434,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,HEY1,0.436,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,RUNX2,0.44,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,IDH1,0.446,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,FOXA2,0.448,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,FOXO3,0.451,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,NCAM1,0.453,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,PIK3C2B,0.508,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,GXYLT1,0.523,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,TGFBR1,0.546,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,PGF,0.583,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,SHB,0.595,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,FRZB,0.612,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,SPRY1,0.612,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,PAX6,0.614,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,FOXO1,0.636,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,GJA1,0.644,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,UBC,0.696,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,RAB5A,0.696,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,SOX2,0.725,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,LRIG1,0.776,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,SHH,0.783,keep,expressed,NA,FALSE,TRUE,-0.144556025288887,0.783
EGF,NES,0.789,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,NTRK2,0.884,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,FGFR3,0.902,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,NRG1,0.972,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,KIT,0.973,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EGF,IGF1R,0.997,keep,expressed,NA,FALSE,FALSE,-0.144556025288887,0
EHD4,RAB5A,0.431,keep,expressed,NA,FALSE,FALSE,-0.0111595372268488,0
EIF1,EIF5,0.999,keep,expressed,NA,FALSE,FALSE,-0.0782624368452046,0
EIF1,RPLP1,0.504,keep,expressed,NA,FALSE,FALSE,-0.0782624368452046,0
EIF1,UPF3A,0.664,keep,expressed,NA,FALSE,FALSE,-0.0782624368452046,0
EIF1,UBC,0.774,keep,expressed,NA,FALSE,FALSE,-0.0782624368452046,0
EIF5,UBC,0.453,keep,expressed,NA,FALSE,FALSE,0.272318560861808,0
EIF5,NMD3,0.551,keep,expressed,NA,FALSE,FALSE,0.272318560861808,0
ELF4,NCAM1,0.444,keep,expressed,NA,FALSE,FALSE,0.0183424673800256,0
EMD,SSPN,0.472,keep,expressed,NA,FALSE,FALSE,0.0328487768454607,0
EPHA3,EPHA4,0.835,keep,expressed,NA,FALSE,FALSE,0.0659212985522713,0
EPHA3,NCAM1,0.421,keep,expressed,NA,FALSE,FALSE,0.0659212985522713,0
EPHA3,EPHB6,0.54,keep,expressed,NA,FALSE,FALSE,0.0659212985522713,0
EPHA4,SEMA3F,0.403,keep,expressed,tested,FALSE,FALSE,-0.16207318199978,0
EPHA4,SLIT1,0.455,keep,expressed,tested,FALSE,FALSE,-0.16207318199978,0
EPHA4,RTN4,0.5,keep,expressed,tested,FALSE,FALSE,-0.16207318199978,0
EPHA4,RGMA,0.512,keep,expressed,tested,FALSE,FALSE,-0.16207318199978,0
EPHA4,EPHB6,0.556,keep,expressed,tested,FALSE,FALSE,-0.16207318199978,0
EPHA4,FGFR3,0.624,keep,expressed,tested,FALSE,FALSE,-0.16207318199978,0
ERCC6L2,REV3L,0.433,keep,expressed,NA,FALSE,FALSE,0.0187055897364217,0
ERCC6L2,TGFBR1,0.422,keep,expressed,NA,FALSE,FALSE,0.0187055897364217,0
ERMN,MYRF,0.533,keep,expressed,NA,TRUE,FALSE,0.0177364427356663,0
ERMN,MSN,0.698,keep,expressed,NA,TRUE,FALSE,0.0177364427356663,0
EXOC7,RAB11FIP1,0.584,keep,expressed,NA,FALSE,FALSE,0.066769588243386,0
EXOC7,SCFD1,0.419,keep,expressed,NA,FALSE,FALSE,0.066769588243386,0
EXOC7,RAB1A,0.533,keep,expressed,NA,FALSE,FALSE,0.066769588243386,0
EXTL2,XBP1,0.75,keep,expressed,NA,FALSE,FALSE,0.116936258041395,0
EXTL2,HS3ST3B1,0.457,keep,expressed,NA,FALSE,FALSE,0.116936258041395,0
FBN2,MYLK,0.503,keep,expressed,NA,TRUE,FALSE,-0.335387236732192,0
FBN2,ZIC2,0.404,keep,expressed,NA,TRUE,FALSE,-0.335387236732192,0
FBN2,TGFBR1,0.741,keep,expressed,NA,TRUE,FALSE,-0.335387236732192,0
FDFT1,PGRMC1,0.627,keep,expressed,NA,FALSE,FALSE,-0.150156462326602,0
FDFT1,INSIG1,0.774,keep,expressed,NA,FALSE,FALSE,-0.150156462326602,0
FDFT1,IDI1,0.94,keep,expressed,NA,FALSE,FALSE,-0.150156462326602,0
FDFT1,RXRA,0.468,keep,expressed,NA,FALSE,FALSE,-0.150156462326602,0
FERMT2,VCL,0.896,keep,expressed,NA,FALSE,FALSE,-0.0116916329946792,0
FERMT2,MSN,0.45,keep,expressed,NA,FALSE,FALSE,-0.0116916329946792,0
FERMT2,TGFBR1,0.451,keep,expressed,NA,FALSE,FALSE,-0.0116916329946792,0
FEZF1,LHX2,0.554,keep,expressed,NA,FALSE,FALSE,-0.401987760066777,0
FEZF1,ZNF385B,0.458,keep,expressed,NA,FALSE,FALSE,-0.401987760066777,0
FGF12,FGF2,0.451,keep,expressed,NA,FALSE,FALSE,0.125405368292902,0
FGF12,KIT,0.459,keep,expressed,NA,FALSE,FALSE,0.125405368292902,0
FGF12,SHH,0.408,keep,expressed,NA,FALSE,TRUE,0.125405368292902,0.408
FGF12,FGFR3,0.664,keep,expressed,NA,FALSE,FALSE,0.125405368292902,0
FGF12,IGF1R,0.441,keep,expressed,NA,FALSE,FALSE,0.125405368292902,0
FGF2,VCL,0.455,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,SFRP1,0.414,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,GLI1,0.458,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,LGALS3,0.613,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,JAG1,0.536,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,SMAD7,0.424,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,NID1,0.65,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,HEY1,0.403,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,FOXO1,0.412,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,LPAR1,0.433,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,NKX2-2,0.434,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,PTTG1,0.453,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,PTCH1,0.455,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,FOXG1,0.477,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,TGFBR1,0.542,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,NCAM1,0.544,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,OTX2,0.559,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,NRG1,0.593,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,FOXA2,0.596,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,GJA1,0.601,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,SOX1,0.604,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,LIN28A,0.607,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,PAX6,0.708,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,PGF,0.734,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,UBC,0.747,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,SHH,0.749,keep,expressed,NA,FALSE,TRUE,-0.0334381598927772,0.749
FGF2,RUNX2,0.753,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,NES,0.836,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,KIT,0.885,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,IGF1R,0.9,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,NTRK2,0.908,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,SOX2,0.933,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGF2,FGFR3,0.999,keep,expressed,NA,FALSE,FALSE,-0.0334381598927772,0
FGFR3,NTRK2,0.479,keep,expressed,NA,FALSE,FALSE,0.295248919125903,0
FGFR3,SHH,0.633,keep,expressed,NA,FALSE,TRUE,0.295248919125903,0.633
FGFR3,SOX2,0.442,keep,expressed,NA,FALSE,FALSE,0.295248919125903,0
FGFR3,OPCML,0.473,keep,expressed,NA,FALSE,FALSE,0.295248919125903,0
FGFR3,PTCH1,0.423,keep,expressed,NA,FALSE,FALSE,0.295248919125903,0
FGFR3,HOPX,0.434,keep,expressed,NA,FALSE,FALSE,0.295248919125903,0
FGFR3,UBC,0.505,keep,expressed,NA,FALSE,FALSE,0.295248919125903,0
FGFR3,NES,0.545,keep,expressed,NA,FALSE,FALSE,0.295248919125903,0
FGFR3,IDH1,0.599,keep,expressed,NA,FALSE,FALSE,0.295248919125903,0
FGFR3,RUNX2,0.675,keep,expressed,NA,FALSE,FALSE,0.295248919125903,0
FGFR3,PGF,0.689,keep,expressed,NA,FALSE,FALSE,0.295248919125903,0
FJX1,PRICKLE1,0.406,keep,expressed,NA,FALSE,FALSE,-0.618482177696283,0
FOXA2,SFRP1,0.5,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,GLI1,0.511,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,SALL1,0.526,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,NPTX2,0.448,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,ZIC3,0.408,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,SHH,0.956,keep,expressed,NA,TRUE,TRUE,0.420851659651168,0.956
FOXA2,SOX2,0.841,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,SOX1,0.701,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,PTCH1,0.443,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,NKX2-1,0.778,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,NES,0.637,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,LIN28A,0.433,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,ZIC2,0.753,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,NKX2-2,0.855,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,GLI3,0.439,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,GLI2,0.479,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,PAX6,0.814,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXA2,OTX2,0.918,keep,expressed,NA,TRUE,FALSE,0.420851659651168,0
FOXB1,NKX2-8,0.408,keep,expressed,NA,FALSE,FALSE,0.0366319420907818,0
FOXB1,SOX5,0.441,keep,expressed,NA,FALSE,FALSE,0.0366319420907818,0
FOXG1,PRDM16,0.715,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,SHH,0.757,keep,expressed,NA,FALSE,TRUE,-0.153192471027108,0.757
FOXG1,SOX2,0.749,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,SOX1,0.681,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,SOX5,0.402,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,VAX1,0.402,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,GLI3,0.423,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,RRBP1,0.485,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,NKX2-2,0.545,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,NOVA1,0.654,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,NKX2-1,0.697,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,NES,0.73,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,LHX2,0.731,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,FOXO3,0.748,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,FOXO1,0.762,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,OTX2,0.781,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXG1,PAX6,0.865,keep,expressed,NA,FALSE,FALSE,-0.153192471027108,0
FOXO1,XBP1,0.89,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,RORA,0.631,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,S1PR1,0.468,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,SOX2,0.641,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,ULK1,0.464,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,FOXO3,0.955,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,GADD45A,0.705,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,RUNX2,0.68,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,IRS2,0.825,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,ID1,0.438,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,KLF9,0.451,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,IKZF4,0.449,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO1,IGF1R,0.783,keep,expressed,NA,FALSE,FALSE,0.0773664950596631,0
FOXO3,XBP1,0.423,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,SFRP1,0.476,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,RORA,0.57,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,KIT,0.407,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,SOX2,0.64,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,ULK1,0.62,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
FOXO3,TNRC6C,0.433,keep,expressed,NA,FALSE,FALSE,-0.197110893411986,0
