"gene","W3-1","W4-1","W5-1"
"RGS16",25.6809338521401,15,42.1052631578947
"LAMC1",10.5058365758755,27.1428571428571,5.95829195630586
"NMNAT2",7.78210116731517,2,14.7633234028467
"COLGALT2",3.11284046692607,9.71428571428571,8.20920225091029
"C1orf21",59.5330739299611,49.1428571428571,58.1595498179411
"UCHL5",26.0700389105058,31.5714285714286,24.8924197285667
"CRB1",0,0.857142857142857,5.3293611386958
"NAV1",29.5719844357977,45.2857142857143,38.6626944720291
"BTG2",28.0155642023346,22.7142857142857,39.9205561072493
"ATP2B4",8.17120622568093,16.4285714285714,3.40946706388613
"PIK3C2B",5.05836575875486,18.1428571428571,10.7249255213505
"LRRN2",2.33463035019455,3.42857142857143,2.0191989407481
"NFASC",7.00389105058366,3,24.428997020854
"NUAK2",15.9533073929961,37.2857142857143,7.54716981132075
"LEMD1-AS1",0,0,0.099304865938431
"ELK4",8.17120622568093,14.7142857142857,6.05759682224429
"PFKFB2",0.389105058365759,2,0.860642171466402
"CR2",0.389105058365759,0,0
"SERTAD4",4.28015564202335,2.85714285714286,7.24925521350546
"KCNH1",0.389105058365759,0,0.066203243958954
"NEK2",20.6225680933852,31,2.41641840450182
"FLVCR1",16.7315175097276,27.7142857142857,25.8523667659715
"PTPN14",5.83657587548638,14,1.82058920887123
"LEFTY1",0.389105058365759,0.142857142857143,0.99304865938431
"LEFTY2",0.389105058365759,2.28571428571429,0.695134061569017
"JMJD4",15.5642023346303,16.4285714285714,12.3800066203244
"RHOU",19.4552529182879,27.5714285714286,38.1992717643164
"FAM89A",7.00389105058366,12.7142857142857,5.42866600463423
"IRF2BP2",15.1750972762646,26.4285714285714,18.6031115524661
"ARID4B",67.704280155642,68,90.7977490897054
"LYST",0.778210116731518,2.57142857142857,8.17610062893082
"NID1",5.44747081712062,16,3.27706057596822
"EDARADD",2.33463035019455,1.71428571428571,2.0191989407481
"RNF144A",2.33463035019455,16.1428571428571,10.1952995696789
"ID2",96.8871595330739,88.8571428571429,48.2952664680569
"GREB1",14.7859922178988,40.4285714285714,23.733862959285
"WDR35",7.39299610894942,15.1428571428571,4.00529625951672
"SDC1",34.6303501945525,23.7142857142857,9.69877523998676
"FAM228B",18.2879377431907,15.7142857142857,33.1347236014565
"DNAJC27-AS1",0.778210116731518,1.42857142857143,2.151605428666
"HADHB",26.4591439688716,48.2857142857143,53.5915259847733
"CENPA",18.6770428015564,26.8571428571429,3.34326381992718
"TMEM214",15.1750972762646,11.2857142857143,11.1552466070837
"GCKR",0,0,0
"FOSL2",2.33463035019455,3.28571428571429,0.264812975835816
"WDR43",61.8677042801556,58.5714285714286,35.6504468718967
"CDC42EP3",13.2295719844358,11.1428571428571,33.035418735518
"ATL2",14.3968871595331,22.5714285714286,10.8904336312479
"THADA",5.44747081712062,16.1428571428571,5.09764978483946
"ZFP36L2",58.3657587548638,80.5714285714286,15.82257530619
"ATP6V1E2",0.389105058365759,6.14285714285714,3.37636544190665
"LINC01118",0,0.428571428571429,0.066203243958954
"EML6",0.389105058365759,1,0.761337305527971
"RTN4",95.7198443579767,85.4285714285714,99.5034756703079
"LINC01122",4.28015564202335,2.71428571428571,7.0506454816286
