"","genes","state"
"436","NIPAL2","Het_Hom_DE"
"437","PLAT","Het_Hom_DE"
"438","JPH1","Het_Hom_DE"
"439","GDAP1","Het_Hom_DE"
"440","STMN2","Het_Hom_DE"
"441","SPAG1","Het_Hom_DE"
"442","CHRAC1","Het_Hom_DE"
"443","UBR5","Het_Hom_DE"
"444","TNFRSF10A","common"
"445","MCM4","Het_Hom_DE"
"446","RELB","Het_Hom_DE"
"447","PPP1R13L","Het_Hom_DE"
"448","SLC17A7","common"
"449","SF3A2","Het_Hom_DE"
"450","TLE6","Het_Hom_DE"
"451","TNNT1","Het_Hom_DE"
"452","SLC1A6","Het_Hom_DE"
"453","AURKC","Het_Hom_DE"
"454","CCNE1","Het_Hom_DE"
"455","RPS16","Het_Hom_DE"
"456","GPI","Het_Hom_DE"
"457","ZFR2","Het_Hom_DE"
"458","TJP3","Het_Hom_DE"
"459","CCDC9","Het_Hom_DE"
"460","BBC3","Het_Hom_DE"
"461","RPS19","Het_Hom_DE"
"462","MEIS3","Het_Hom_DE"
"463","PLA2G4C","Het_Hom_DE"
"464","DBP","Het_Hom_DE"
"465","CACNG7","Het_Hom_DE"
"466","JAK3","Het_Hom_DE"
"467","RPL18A","Het_Hom_DE"
"468","ARRDC2","Het_Hom_DE"
"469","DDX49","Het_Hom_DE"
"470","TMEM59L","Het_Hom_DE"
"471","GRIK5","Het_Hom_DE"
"472","SMG9","Het_Hom_DE"
"473","CDK6","Het_Hom_DE"
"474","TFPI2","common"
"475","ITGB8","Het_Hom_DE"
"476","SP4","Het_Hom_DE"
"477","DNAH11","Het_Hom_DE"
"478","CAV1","Het_Hom_DE"
"479","MET","common"
"480","LFNG","Het_Hom_DE"
"481","IQCE","Het_Hom_DE"
"482","VIPR2","Het_Hom_DE"
"483","COBL","common"
"484","STX1A","Het_Hom_DE"
"485","MINDY4","common"
"486","HSPB1","Het_Hom_DE"
"487","NPTX2","Het_Hom_DE"
"488","PTPRZ1","Het_Hom_DE"
"489","PCOLCE","Het_Hom_DE"
"490","PPP1R17","Het_Hom_DE"
"491","AP1S1","Het_Hom_DE"
"492","MEST","Het_Hom_DE"
"493","POU6F2","Het_Hom_DE"
"494","LHX2","common"
"495","CNTNAP3","Het_Hom_DE"
"496","PRUNE2","Het_Hom_DE"
"497","MEGF9","Het_Hom_DE"
"498","C5","Het_Hom_DE"
"499","ASPN","Het_Hom_DE"
"500","TLE4","Het_Hom_DE"
"501","SUSD1","Het_Hom_DE"
"502","DNM1","Het_Hom_DE"
"503","AK1","Het_Hom_DE"
